date,Humi,dew,snow
2014080703,94.5,22.7,
2014080704,95,22.75,
2014080705,95.5,22.65,
2014080706,95.5,22.8,
2014080707,95.5,23.05,
2014080708,92,22.7,
2014080709,87.5,22.4,
2014080800,86.5,20.65,
2014080801,85,20.35,
2014080810,78,19.45,
2014080811,73.5,19.5,
2014080812,75,19.6,
2014080813,74.5,19.95,
2014080814,74.5,19.9,
2014080815,75,19.95,
2014080816,75,20,
2014080817,75.5,19.85,
2014080818,78,19.8,
2014080819,81.5,19.95,
2014080802,83.5,19.9,
2014080820,78,19.55,
2014080821,75,19.05,
2014080822,76.5,19.3,
2014080823,78.5,19.35,
2014080803,84,19.75,
2014080804,82,19.4,
2014080805,84.5,19.5,
2014080806,87,19.45,
2014080807,88,19.45,
2014080808,85.5,19.4,
2014080809,80.5,19.25,
2014080900,78,19.15,
2014080901,78.5,19.05,
2014080910,77,19.95,
2014080911,74,19.9,
2014080912,69,19.95,
2014080913,66.5,19.9,
2014080914,65.5,19.85,
2014080915,65.5,20.05,
2014080916,64,19.6,
2014080917,65.5,19.35,
2014080918,70,19.6,
2014080919,70,18.9,
2014080902,78.5,19.1,
2014080920,73,18.9,
2014080921,73.5,18.85,
2014080922,75,18.95,
2014080923,76.5,18.9,
2014080903,77,18.95,
2014080904,79.5,19.3,
2014080905,78.5,19.1,
2014080906,79,19.15,
2014080907,81.5,19.5,
2014080908,79.5,19.7,
2014080909,78,19.8,
2014081000,75,18.8,
2014081001,73.5,18.6,
2014081010,70.5,19.95,
2014081011,69.5,20.15,
2014081012,69.5,20.6,
2014081013,69,20.8,
2014081014,70,20.8,
2014081015,76,21.05,
2014081016,82,21.55,
2014081017,79.5,21.25,
2014081018,83.5,21.15,
2014081019,85,20.65,
2014081002,77,19,
2014081020,86,20.25,
2014081021,85.5,19.75,
2014081022,85,19.6,
2014081023,87.5,19.9,
2014081003,76,18.9,
2014081004,77,19.1,
2014081005,74,18.7,
2014081006,78.5,19.05,
2014081007,83,19.7,
2014081008,83,20,
2014081009,76.5,20.15,
2014081100,88,20.05,
2014081101,89,20.05,
2014081110,74,19.3,
2014081111,70,19.3,
2014081112,63.5,19.35,
2014081113,66.5,19.45,
2014081114,67.5,19.5,
2014081115,66.5,18.9,
2014081116,66.5,19,
2014081117,68,19.1,
2014081118,71.5,19.25,
2014081119,76.5,19.6,
2014081102,89.5,19.95,
2014081120,79.5,19.5,
2014081121,80.5,19.4,
2014081122,82.5,19.4,
2014081123,81,19,
2014081103,89.5,19.75,
2014081104,88,19.5,
2014081105,89,19.45,
2014081106,89.5,19.3,
2014081107,88.5,19.3,
2014081108,81,19.15,
2014081109,77,19.4,
2014081200,80,18.55,
2014081201,89.5,19.45,
2014081210,64.5,18.4,
2014081211,57,17.8,
2014081212,55,17.95,
2014081213,54.5,18.85,
2014081214,50.5,18.2,
2014081215,54.5,18.8,
2014081216,58,19.1,
2014081217,53.5,17.9,
2014081218,64.5,19.5,
2014081219,65.5,19.2,
2014081202,91,19.35,
2014081220,72.5,19.95,
2014081221,77,19.9,
2014081222,76.5,19,
2014081223,77,18.8,
2014081203,90,19.05,
2014081204,90.5,18.85,
2014081205,91.5,18.8,
2014081206,92.5,18.65,
2014081207,89.5,18.85,
2014081208,78.5,18.6,
2014081209,73.5,18.85,
2014081300,79.5,18.9,
2014081301,83,19.4,
2014081310,75,20.6,
2014081311,74.5,20.75,
2014081312,71.5,20.5,
2014081313,64,19.3,
2014081314,69,20.1,
2014081315,65.5,19.5,
2014081316,68.5,20,
2014081317,70.5,19.9,
2014081318,76,20.4,
2014081319,79,20.35,
2014081302,84,19.4,
2014081320,79,19.8,
2014081321,78,19.5,
2014081322,77,19.1,
2014081323,82,19.95,
2014081303,84,19.5,
2014081304,82.5,19.1,
2014081305,84,19.5,
2014081306,83,19.3,
2014081307,85,19.85,
2014081308,80.5,19.85,
2014081309,77.5,20.1,
2014081400,80,19.4,
2014081401,78.5,19.15,
2014081410,94.5,19.4,
2014081411,95,19.8,
2014081412,93.5,19.9,
2014081413,89,19.65,
2014081414,88,19.7,
2014081415,87.5,19.5,
2014081416,88,19.55,
2014081417,89,19.7,
2014081418,86.5,19.35,
2014081419,86,19.5,
2014081402,76,18.75,
2014081420,89,19.75,
2014081421,93,20.15,
2014081422,92.5,20.05,
2014081423,95,20.3,
2014081403,84,19.2,
2014081404,84,18.7,
2014081405,87,18.7,
2014081406,89.5,18.75,
2014081407,96.5,19.3,
2014081408,96,19.3,
2014081409,94.5,19.3,
2014081500,95.5,20.4,
2014081501,95.5,20.45,
2014081510,89,20.9,
2014081511,84.5,20.85,
2014081512,82.5,21.35,
2014081513,80,21.15,
2014081514,78.5,21.1,
2014081515,77.5,21.45,
2014081516,79.5,21.8,
2014081517,78,21.6,
2014081518,79.5,21.45,
2014081519,83,21.45,
2014081502,96.5,20.55,
2014081520,85.5,21.45,
2014081521,89.5,21.8,
2014081522,91.5,21.6,
2014081523,91.5,21.35,
2014081503,97,20.5,
2014081504,97.5,20.65,
2014081505,98,20.6,
2014081506,98,20.6,
2014081507,97.5,20.65,
2014081508,95,20.7,
2014081509,91.5,20.6,
2014081600,89.5,20.7,
2014081601,88,20.4,
2014081610,73.5,20.15,
2014081611,69,19.8,
2014081612,65,19.9,
2014081613,62,19.9,
2014081614,62.5,19.9,
2014081615,65,20.55,
2014081616,69,20.75,
2014081617,68,20.75,
2014081618,81,21.35,
2014081619,88.5,21.4,
2014081602,88.5,20.15,
2014081620,88.5,20.9,
2014081621,91.5,21.4,
2014081622,90.5,21.1,
2014081623,90.5,20.9,
2014081603,88.5,19.95,
2014081604,88.5,19.8,
2014081605,88.5,19.8,
2014081606,90.5,20.25,
2014081607,88,20.45,
2014081608,82,20.5,
2014081609,77.5,20,
2014081700,92,21.05,
2014081701,92,20.95,
2014081710,77.5,20.95,
2014081711,75.5,21.1,
2014081712,72.5,20.9,
2014081713,72,18.85,
2014081714,73,19.3,
2014081715,77.5,20.1,
2014081716,79,20.15,
2014081717,83,20.3,
2014081718,79,19.35,
2014081719,83.5,19.65,
2014081702,91,20.65,
2014081720,85,19.7,
2014081721,84.5,19.35,
2014081722,88.5,20,
2014081723,94,20.4,
2014081703,90,20.35,
2014081704,89,20.25,
2014081705,90,20.3,
2014081706,90,20.25,
2014081707,89,20.25,
2014081708,88,20.55,
2014081709,83,21.1,
2014081800,94,20.25,
2014081801,92.5,20.25,
2014081810,97,20.45,
2014081811,97.5,20.7,
2014081812,97.5,21.6,
2014081813,95.5,22.3,
2014081814,97,22.55,
2014081815,96,22.55,
2014081816,96,22.45,
2014081817,95.5,22.7,
2014081818,96.5,23,
2014081819,96,22.9,
2014081802,94,20.2,
2014081820,95.5,22.8,
2014081821,96,22.85,
2014081822,95.5,22.45,
2014081823,96,22.4,
2014081803,94,20,
2014081804,92,19.7,
2014081805,95.5,19.7,
2014081806,96.5,19.8,
2014081807,98,19.95,
2014081808,98,20.05,
2014081809,98,20.15,
2014081900,96.5,22.4,
2014081901,98,22.45,
2014081910,86.5,21.8,
2014081911,82.5,22.15,
2014081912,81,21.8,
2014081913,76.5,21.5,
2014081914,82,22.25,
2014081915,86.5,22,
2014081916,91.5,22.65,
2014081917,94.5,23.1,
2014081918,91.5,22.65,
2014081919,91.5,22.1,
2014081902,98.5,22.45,
2014081920,94.5,22.35,
2014081921,96.5,22.5,
2014081922,96.5,22.45,
2014081923,96.5,22.55,
2014081903,98.5,22.35,
2014081904,98.5,22.35,
2014081905,98,22.35,
2014081906,98,22.25,
2014081907,98.5,22.4,
2014081908,95,22.3,
2014081909,90,21.95,
2014082000,96,22.45,
2014082001,96.5,22.35,
2014082010,90,22.3,
2014082011,89.5,22.4,
2014082012,90,22.5,
2014082013,93,22.9,
2014082014,93,23.25,
2014082015,90,22.9,
2014082016,91,22.65,
2014082017,95,22.75,
2014082018,95.5,22.8,
2014082019,95.5,22.6,
2014082002,97.5,22.4,
2014082020,97,22.65,
2014082021,98,22.7,
2014082022,98.5,22.7,
2014082023,98.5,22.65,
2014082003,98,22.3,
2014082004,98,22.4,
2014082005,98,22.3,
2014082006,98.5,22.35,
2014082007,98.5,22.25,
2014082008,97.5,22.75,
2014082009,93,22.45,
2014082100,98.5,22.6,
2014082101,98.5,22.5,
2014082110,81.5,22.7,
2014082111,80,22.6,
2014082112,84,22.45,
2014082113,78.5,21.2,
2014082114,79,21,
2014082115,79.5,21.05,
2014082116,76.5,20.4,
2014082117,75.5,20.2,
2014082118,76,20.1,
2014082119,80,20.4,
2014082102,98.5,22.5,
2014082120,83,20.45,
2014082121,85,20.3,
2014082122,83.5,19.7,
2014082123,89.5,20.1,
2014082103,98.5,22.45,
2014082104,98.5,22.65,
2014082105,98,23.25,
2014082106,91.5,23.15,
2014082107,86.5,22.7,
2014082108,86,22.75,
2014082109,80.5,22.8,
2014082200,91.5,20.25,
2014082201,92.5,20.25,
2014082210,70,19.4,
2014082211,67,19.7,
2014082212,68.5,20.4,
2014082213,65.5,20.2,
2014082214,63.5,19.95,
2014082215,61,19.65,
2014082216,59.5,19.3,
2014082217,62.5,19.35,
2014082218,66,19.9,
2014082219,78.5,20.9,
2014082202,92,20,
2014082220,78,20.25,
2014082221,78.5,19.95,
2014082222,84,20.2,
2014082223,87.5,20.35,
2014082203,92,19.8,
2014082204,92,19.5,
2014082205,92.5,19.5,
2014082206,92.5,19.35,
2014082207,89.5,19.35,
2014082208,83.5,19.75,
2014082209,78,20.4,
2014082300,90,20.45,
2014082301,87,19.75,
2014082310,78.5,20.85,
2014082311,71,21,
2014082312,63.5,20.2,
2014082313,59,19.9,
2014082314,60.5,19.4,
2014082315,59,19.15,
2014082316,61.5,19.5,
2014082317,64.5,19.85,
2014082318,65,19.6,
2014082319,73,19.95,
2014082302,89.5,19.95,
2014082320,79,19.95,
2014082321,77,18.95,
2014082322,78.5,18.85,
2014082323,83.5,19.5,
2014082303,90,19.85,
2014082304,92.5,20.1,
2014082305,92,19.95,
2014082306,91.5,19.75,
2014082307,93,20.15,
2014082308,89,20.55,
2014082309,81.5,20.65,
2014082400,86.5,19.65,
2014082401,87,19.6,
2014082410,83,20.9,
2014082411,85,21.45,
2014082412,80.5,21.2,
2014082413,81.5,21.7,
2014082414,79.5,21.7,
2014082415,79.5,21.4,
2014082416,81.5,21.8,
2014082417,88.5,22.55,
2014082418,93.5,23.05,
2014082419,94.5,22.75,
2014082402,86.5,19.3,
2014082420,95.5,22.75,
2014082421,96,22.65,
2014082422,96,22.65,
2014082423,95,22.35,
2014082403,86.5,19.45,
2014082404,84,18.9,
2014082405,88,19.5,
2014082406,90,19.85,
2014082407,88.5,19.65,
2014082408,85,19.9,
2014082409,86,20.7,
2014082500,97,22.45,
2014082501,96.5,22.35,
2014082510,98,23.55,
2014082511,98,23.05,
2014082512,98,23.05,
2014082513,96.5,23.25,
2014082514,95.5,23.4,
2014082515,95.5,22.8,
2014082516,96,22.85,
2014082517,94.5,22.65,
2014082518,95.5,22.5,
2014082519,94,21.9,
2014082502,95.5,22.25,
2014082520,96,22,
2014082521,96.5,22.1,
2014082522,96.5,22.1,
2014082523,98,22.2,
2014082503,96,22.35,
2014082504,97,22.65,
2014082505,97,22.95,
2014082506,96,22.75,
2014082507,96.5,23.15,
2014082508,98,23.3,
2014082509,98,23.75,
2014082600,98.5,22.2,
2014082601,98.5,22.05,
2014082610,89,22.2,
2014082611,85.5,21.85,
2014082612,80,22.2,
2014082613,72,21.8,
2014082614,72.5,21.55,
2014082615,73.5,21.8,
2014082616,74.5,22.15,
2014082617,79.5,22.2,
2014082618,80.5,21.9,
2014082619,83,21.7,
2014082602,98,22.05,
2014082620,88,22,
2014082621,86.5,21.4,
2014082622,85,20.8,
2014082623,88,20.7,
2014082603,98,21.9,
2014082604,98.5,22.05,
2014082605,98.5,22.1,
2014082606,99,22,
2014082607,98.5,21.85,
2014082608,96.5,22.3,
2014082609,90,22.35,
2014082700,88.5,20.4,
2014082701,89.5,20.3,
2014082710,75.5,18.55,
2014082711,70,18.9,
2014082712,69.5,19.05,
2014082713,67.5,18.7,
2014082714,68.5,19.25,
2014082715,68.5,19.25,
2014082716,71,19.3,
2014082717,80.5,20.05,
2014082718,79.5,19.35,
2014082719,80.5,19,
2014082702,89.5,20.15,
2014082720,77,18,
2014082721,78,17.85,
2014082722,77.5,17.7,
2014082723,78,17.6,
2014082703,94.5,20.35,
2014082704,96.5,20.45,
2014082705,95.5,20.05,
2014082706,90.5,19.35,
2014082707,87,18.85,
2014082708,86,18.9,
2014082709,77.5,18.45,
2014082800,79,17.75,
2014082801,80.5,17.85,
2014082810,73.5,17,
2014082811,70.5,17.2,
2014082812,69,17.4,
2014082813,67,17.35,
2014082814,67,17.3,
2014082815,68.5,17.35,
2014082816,75,18.45,
2014082817,77,18.25,
2014082818,78,18.1,
2014082819,80.5,18.1,
2014082802,80,17.7,
2014082820,83.5,18.4,
2014082821,84,18,
2014082822,86,18.1,
2014082823,88,18.1,
2014082803,80.5,17.6,
2014082804,80,17.4,
2014082805,79.5,17.1,
2014082806,79,16.8,
2014082807,79,16.7,
2014082808,76,16.4,
2014082809,78,17.15,
2014082900,86,17.75,
2014082901,87,17.7,
2014082910,82.5,18.05,
2014082911,75,17.55,
2014082912,69,17.85,
2014082913,62.5,16.7,
2014082914,61.5,17.1,
2014082915,58.5,17.15,
2014082916,58.5,16.4,
2014082917,58.5,15.8,
2014082918,62,16.05,
2014082919,69,16.55,
2014082902,86.5,17.65,
2014082920,74,16.85,
2014082921,74,16.75,
2014082922,74.5,16.6,
2014082923,74.5,16.55,
2014082903,89,17.9,
2014082904,89.5,18.05,
2014082905,89,17.85,
2014082906,90,17.95,
2014082907,91.5,18.25,
2014082908,91.5,18.35,
2014082909,89.5,18.4,
2014083000,77,16.6,
2014083001,79.5,16.5,
2014083010,68.5,17.45,
2014083011,61.5,16.95,
2014083012,60,17.1,
2014083013,59,17.6,
2014083014,58,17.05,
2014083015,58,17.1,
2014083016,60,17.15,
2014083017,62.5,17.25,
2014083018,65.5,17.25,
2014083019,69.5,17,
2014083002,82,16.3,
2014083020,70.5,16.75,
2014083021,73,16.7,
2014083022,74,16.75,
2014083023,75,16.65,
2014083003,81.5,16,
2014083004,85,16,
2014083005,81,15.5,
2014083006,84.5,15.8,
2014083007,78.5,15.65,
2014083008,73,16.35,
2014083009,67,16.2,
2014083100,76.5,16.75,
2014083101,78.5,16.6,
2014083110,57,14.75,
2014083111,53,14.45,
2014083112,54.5,15.05,
2014083113,52,14.75,
2014083114,56.5,15.65,
2014083115,58.5,15.65,
2014083116,61.5,15.8,
2014083117,63.5,16,
2014083118,67.5,16.35,
2014083119,70,16.3,
2014083102,81,16.55,
2014083120,72,16.35,
2014083121,79,16.55,
2014083122,82.5,16.9,
2014083123,83.5,16.6,
2014083103,82,16.35,
2014083104,81.5,15.95,
2014083105,83,16,
2014083106,82,15.5,
2014083107,78,15.45,
2014083108,73,15.85,
2014083109,63,15.25,
2014090100,83,16.45,
2014090101,83.5,16.15,
2014090110,64,16.15,
2014090111,59,16.75,
2014090112,53,15.75,
2014090113,50.5,15.45,
2014090114,48.5,15.35,
2014090115,50,15.8,
2014090116,53,16.05,
2014090117,57.5,16.8,
2014090118,62.5,17.15,
2014090119,72.5,17.8,
2014090102,85,16.15,
2014090120,74.5,17.1,
2014090121,75.5,16.8,
2014090122,78.5,17.15,
2014090123,81,17.3,
2014090103,88,16,
2014090104,87,15.85,
2014090105,87.5,15.6,
2014090106,88,15.45,
2014090107,85,15.75,
2014090108,79.5,15.95,
2014090109,76,16.5,
2014090200,84,17.4,
2014090201,86,17.25,
2014090210,71,17.4,
2014090211,67,17.05,
2014090212,71.5,17.85,
2014090213,69.5,17.75,
2014090214,67,17.55,
2014090215,67,17.6,
2014090216,68.5,17.75,
2014090217,70.5,17.45,
2014090218,78.5,17.9,
2014090219,83,18.15,
2014090202,88,17.35,
2014090220,85,18.6,
2014090221,83.5,18.5,
2014090222,86.5,18.85,
2014090223,84.5,18.65,
2014090203,89,17.2,
2014090204,89,17.25,
2014090205,89.5,17.2,
2014090206,85,17.05,
2014090207,86,17.2,
2014090208,78,17.15,
2014090209,75.5,17.65,
2014090300,89,19.25,
2014090301,89,19.15,
2014090310,89.5,22.75,
2014090311,95,23.05,
2014090312,92.5,23.15,
2014090313,89.5,22.8,
2014090314,95.5,22.85,
2014090315,93,22.4,
2014090316,93,22.4,
2014090317,89,21.7,
2014090318,90,21.4,
2014090319,89,20.65,
2014090302,91,19.5,
2014090320,89,20.3,
2014090321,89,19.75,
2014090322,91.5,19.9,
2014090323,92.5,19.95,
2014090303,90,19.75,
2014090304,93,20.2,
2014090305,94.5,21.1,
2014090306,94,22.05,
2014090307,92,22.25,
2014090308,91.5,22.35,
2014090309,89.5,22.7,
2014090400,94.5,20.1,
2014090401,96,20.2,
2014090410,73.5,19.3,
2014090411,70,18.95,
2014090412,66,18.65,
2014090413,65,18.75,
2014090414,64.5,18.9,
2014090415,65.5,19.6,
2014090416,62.5,18.6,
2014090417,67,19.35,
2014090418,72.5,20,
2014090419,81,20,
2014090402,96,20.05,
2014090420,88,20.45,
2014090421,89.5,20.15,
2014090422,91,19.85,
2014090423,91,19.4,
2014090403,94.5,19.6,
2014090404,96,19.7,
2014090405,95.5,19.65,
2014090406,96,19.6,
2014090407,95.5,19.5,
2014090408,90.5,19.8,
2014090409,80,19.3,
2014090500,93,19.3,
2014090501,91.5,18.6,
2014090510,72.5,18.3,
2014090511,60,17.5,
2014090512,53,16.85,
2014090513,48,16.9,
2014090514,58,18.1,
2014090515,60.5,19,
2014090516,61,18.9,
2014090517,60,18.85,
2014090518,67.5,19.75,
2014090519,76,20.25,
2014090502,92,18.4,
2014090520,80.5,19.7,
2014090521,85,20.1,
2014090522,82,19.05,
2014090523,82.5,18.75,
2014090503,89.5,17.9,
2014090504,90.5,17.55,
2014090505,91.5,17.35,
2014090506,92.5,17.1,
2014090507,87,16.85,
2014090508,86,17.3,
2014090509,80.5,18.05,
2014090600,82,18.25,
2014090601,83,18.45,
2014090610,85.5,19.6,
2014090611,81,19.3,
2014090612,78.5,18.85,
2014090613,72.5,18.35,
2014090614,65.5,17.85,
2014090615,63.5,18.2,
2014090616,62.5,17.8,
2014090617,58,17.25,
2014090618,62,17.65,
2014090619,73,18.3,
2014090602,88,18.7,
2014090620,81.5,18.65,
2014090621,84,18.4,
2014090622,88.5,18.6,
2014090623,87,17.9,
2014090603,88.5,18.65,
2014090604,89.5,18.65,
2014090605,88,18.2,
2014090606,88,18.15,
2014090607,88.5,18.45,
2014090608,86,18.55,
2014090609,86,19.2,
2014090700,88,17.65,
2014090701,91.5,18,
2014090710,58.5,16.15,
2014090711,58.5,17.25,
2014090712,53.5,16.9,
2014090713,55,17.95,
2014090714,51,16.9,
2014090715,53,17.35,
2014090716,55,17.85,
2014090717,60,18.15,
2014090718,73.5,20.45,
2014090719,78.5,20.45,
2014090702,90.5,17.5,
2014090720,81,20.3,
2014090721,83,20.15,
2014090722,84,19.95,
2014090723,85.5,19.75,
2014090703,90.5,17.6,
2014090704,89,17.25,
2014090705,88.5,16.95,
2014090706,89.5,16.8,
2014090707,86,16.6,
2014090708,76,17.05,
2014090709,61.5,15.8,
2014090800,86,19.55,
2014090801,86,19.25,
2014090810,73.5,19.5,
2014090811,75.5,20.25,
2014090812,71,20.25,
2014090813,69,20.7,
2014090814,65,20.3,
2014090815,65,20.15,
2014090816,65.5,20.1,
2014090817,66,19.8,
2014090818,69.5,19.45,
2014090819,73.5,19.05,
2014090802,87.5,19.2,
2014090820,78.5,19.4,
2014090821,80,19,
2014090822,83.5,18.9,
2014090823,87.5,19,
2014090803,89,18.95,
2014090804,88.5,18.6,
2014090805,89,18.35,
2014090806,89.5,18.15,
2014090807,90,18.75,
2014090808,84.5,19,
2014090809,76.5,19.05,
2014090900,89,18.9,
2014090901,90.5,18.8,
2014090910,72.5,18.3,
2014090911,65.5,17.85,
2014090912,57,17.7,
2014090913,55.5,18.2,
2014090914,57.5,18.65,
2014090915,65,19.3,
2014090916,61.5,18.5,
2014090917,67,19.2,
2014090918,73.5,19.75,
2014090919,80,20.1,
2014090902,91.5,18.4,
2014090920,75,18.4,
2014090921,68.5,16.35,
2014090922,72,16.6,
2014090923,79,17.45,
2014090903,92,18.25,
2014090904,93,18.25,
2014090905,91.5,17.85,
2014090906,92.5,17.65,
2014090907,91,17.75,
2014090908,82.5,17.7,
2014090909,78,18.4,
2014091000,83.5,17.55,
2014091001,83.5,16.85,
2014091010,61,15.15,
2014091011,57,15.35,
2014091012,49.5,13.1,
2014091013,49,13.75,
2014091014,53.5,15.55,
2014091015,51.5,14.35,
2014091016,49.5,13.55,
2014091017,51.5,14,
2014091018,60,15.65,
2014091019,67,16.2,
2014091002,85.5,16.7,
2014091020,74.5,16.65,
2014091021,79,16.85,
2014091022,81.5,16.75,
2014091023,83,16.6,
2014091003,86,16.55,
2014091004,86,16.25,
2014091005,86,16,
2014091006,85.5,15.55,
2014091007,82.5,15.15,
2014091008,77,15.2,
2014091009,64,14.85,
2014091100,84,16.35,
2014091101,84,15.9,
2014091110,62,16.3,
2014091111,59.5,16.7,
2014091112,54.5,16.65,
2014091113,50.5,15.5,
2014091114,48,14.65,
2014091115,48.5,14.85,
2014091116,48,14.4,
2014091117,52,14.95,
2014091118,56,14.8,
2014091119,68,16.7,
2014091102,84,15.8,
2014091120,71.5,16.75,
2014091121,75.5,17,
2014091122,77.5,16.9,
2014091123,79,16.95,
2014091103,86,15.75,
2014091104,86.5,15.5,
2014091105,86.5,15.2,
2014091106,86.5,14.8,
2014091107,84,15.05,
2014091108,77,15.65,
2014091109,70,16.05,
2014091200,81,17.15,
2014091201,81.5,16.9,
2014091210,68.5,17.1,
2014091211,66,16.9,
2014091212,66,16.9,
2014091213,64.5,16.9,
2014091214,65.5,17.3,
2014091215,67.5,17.3,
2014091216,67.5,17.15,
2014091217,70,17.15,
2014091218,72.5,17.2,
2014091219,69,16.25,
2014091202,82,17,
2014091220,72,16.3,
2014091221,73,16.2,
2014091222,73.5,15.95,
2014091223,78,16.1,
2014091203,82.5,16.95,
2014091204,83,16.8,
2014091205,83.5,16.65,
2014091206,82.5,16.7,
2014091207,83.5,16.9,
2014091208,80.5,17.2,
2014091209,73.5,17.7,
2014091300,81,16.3,
2014091301,82,16.15,
2014091310,56.5,14.6,
2014091311,53,14.5,
2014091312,51,14.55,
2014091313,50,14.6,
2014091314,47.5,14.1,
2014091315,50.5,14.45,
2014091316,50,13.75,
2014091317,49,13.55,
2014091318,54.5,14.1,
2014091319,62,14.6,
2014091302,82,15.85,
2014091320,69,15.2,
2014091321,68.5,15.2,
2014091322,69.5,15.2,
2014091323,69.5,14.75,
2014091303,83,15.9,
2014091304,85,15.55,
2014091305,84.5,15.55,
2014091306,85,15.4,
2014091307,82.5,15.45,
2014091308,80.5,16.2,
2014091309,68.5,16.05,
2014091400,70.5,14.45,
2014091401,68.5,14.1,
2014091410,57.5,14.6,
2014091411,54.5,14.1,
2014091412,56,14.8,
2014091413,48.5,13.3,
2014091414,50.5,14.35,
2014091415,51.5,14.4,
2014091416,50.5,13.8,
2014091417,51,13.6,
2014091418,60.5,14.85,
2014091419,67.5,15.4,
2014091402,70,13.9,
2014091420,71,15.3,
2014091421,75,15.6,
2014091422,77.5,15.8,
2014091423,80.5,15.65,
2014091403,73,14.15,
2014091404,74.5,14.1,
2014091405,76.5,14.2,
2014091406,79.5,14.15,
2014091407,72.5,14.15,
2014091408,74,15.2,
2014091409,65,15.15,
2014091500,81.5,15.45,
2014091501,79.5,15.25,
2014091510,68,15.95,
2014091511,63.5,16.35,
2014091512,61.5,16.95,
2014091513,56.5,16.65,
2014091514,54.5,16.4,
2014091515,55.5,16,
2014091516,56.5,16,
2014091517,60,16.7,
2014091518,67,17.6,
2014091519,72.5,17.65,
2014091502,82,15.6,
2014091520,75,17.4,
2014091521,74,16.85,
2014091522,72.5,16.25,
2014091523,76.5,16.65,
2014091503,82.5,15.45,
2014091504,83,15.35,
2014091505,84,15.3,
2014091506,83.5,15.4,
2014091507,81.5,15.25,
2014091508,77.5,15.5,
2014091509,77,15.95,
2014091600,77.5,16.5,
2014091601,76.5,16.1,
2014091610,56.5,15.5,
2014091611,55,16.2,
2014091612,55,16.8,
2014091613,53.5,16.75,
2014091614,52,16.2,
2014091615,55,16.35,
2014091616,51.5,14.4,
2014091617,60,15.95,
2014091618,61.5,15.25,
2014091619,64.5,15.4,
2014091602,78,16.05,
2014091620,69.5,16,
2014091621,72.5,16.4,
2014091622,75.5,16.55,
2014091623,76.5,16.6,
2014091603,77,15.75,
2014091604,80.5,16.25,
2014091605,80.5,15.45,
2014091606,84,15.6,
2014091607,82,15.45,
2014091608,70.5,15.3,
2014091609,63,15.95,
2014091700,78.5,16.7,
2014091701,81.5,16.85,
2014091710,73,16.6,
2014091711,72,16.85,
2014091712,69,17.25,
2014091713,67.5,17.05,
2014091714,63,16.5,
2014091715,62,15.9,
2014091716,62.5,15.9,
2014091717,61.5,14.65,
2014091718,65.5,14.65,
2014091719,70,14.8,
2014091702,81,16.7,
2014091720,83,16.25,
2014091721,83,16,
2014091722,84,16,
2014091723,83,15.6,
2014091703,81.5,16.6,
2014091704,83,16.7,
2014091705,83,16.85,
2014091706,82.5,16.65,
2014091707,81.5,16.55,
2014091708,79.5,16.6,
2014091709,77.5,16.7,
2014091800,81.5,15.2,
2014091801,82,14.85,
2014091810,61,14.45,
2014091811,62,14.85,
2014091812,69.5,15.1,
2014091813,70,15.2,
2014091814,63,14.8,
2014091815,59,14.65,
2014091816,53,13.1,
2014091817,53,12.6,
2014091818,58,13.15,
2014091819,64.5,13.65,
2014091802,81.5,14.8,
2014091820,64.5,13.3,
2014091821,65,13.1,
2014091822,65,12.95,
2014091823,67,12.95,
2014091803,79,14.6,
2014091804,80.5,14.65,
2014091805,81,14.5,
2014091806,82.5,14.55,
2014091807,82,14.6,
2014091808,75,14.55,
2014091809,63,14.15,
2014091900,68.5,12.8,
2014091901,69.5,12.7,
2014091910,68.5,13.9,
2014091911,61.5,13.4,
2014091912,60,13.6,
2014091913,57,12.85,
2014091914,57.5,13.35,
2014091915,54,12.85,
2014091916,54,12.6,
2014091917,57.5,13.2,
2014091918,58.5,13.1,
2014091919,64,13.2,
2014091902,71.5,12.8,
2014091920,67.5,12.95,
2014091921,68,12.75,
2014091922,74.5,13.4,
2014091923,76,13.25,
2014091903,73.5,12.8,
2014091904,76.5,12.6,
2014091905,77,12.6,
2014091906,75.5,12.4,
2014091907,74.5,12.45,
2014091908,71.5,12.85,
2014091909,72.5,13.5,
2014092000,79,13.15,
2014092001,80,13.05,
2014092010,61.5,13.45,
2014092011,58.5,15.1,
2014092012,44.5,11.7,
2014092013,45,12.1,
2014092014,40,10.95,
2014092015,43,11.4,
2014092016,42.5,11.2,
2014092017,48,12.75,
2014092018,52.5,12.8,
2014092019,58.5,13.2,
2014092002,82.5,12.9,
2014092020,62,13.35,
2014092021,67,13.2,
2014092022,70,13,
2014092023,72.5,12.6,
2014092003,82,12.8,
2014092004,83,12.5,
2014092005,81.5,12.3,
2014092006,83.5,12.05,
2014092007,83,12,
2014092008,81.5,13.15,
2014092009,69,13.4,
2014092100,69.5,12.15,
2014092101,71,12.35,
2014092110,55.5,13.4,
2014092111,49.5,12.95,
2014092112,40,10.55,
2014092113,40.5,10.65,
2014092114,40.5,11.35,
2014092115,43,12.05,
2014092116,43.5,11.7,
2014092117,47,12,
2014092118,54,13.3,
2014092119,59.5,13.75,
2014092102,70.5,12.2,
2014092120,66.5,14.1,
2014092121,71,14.05,
2014092122,74,13.95,
2014092123,76,13.95,
2014092103,73,12.4,
2014092104,75.5,12.35,
2014092105,78,12.5,
