,date,Humi.x,dew.x,snow.x,Humi.y,dew.y,snow.y
13975,2014.8.6 15:00,87,23.6,,83.5,24.2,
13976,2014.8.6 16:00,93,24.1,,87,24.5,
13977,2014.8.6 17:00,100,24.2,,91,24.4,
13978,2014.8.6 18:00,100,23.5,,92.5,24.15,
13979,2014.8.6 19:00,100,22.9,,92.5,23.7,
13980,2014.8.6 2:00,89,23.7,,89.5,23.5,
13981,2014.8.6 20:00,100,22.6,,94.5,23.65,
13982,2014.8.6 21:00,99,22.4,,93.5,22.75,
13983,2014.8.6 22:00,98,22.4,,94.5,22.55,
13984,2014.8.6 23:00,99,22.7,,95.5,22.7,
13985,2014.8.6 3:00,92,23.9,,92.5,23.8,
13986,2014.8.6 4:00,92,23.8,,93,23.75,
13987,2014.8.6 5:00,92,23.7,,93,23.7,
13988,2014.8.6 6:00,97,24.3,,94.5,23.9,
13989,2014.8.6 7:00,97,24,,94.5,23.8,
13990,2014.8.6 8:00,94,23.8,,92.5,23.65,
13991,2014.8.6 9:00,87,22.3,,88,23,
13992,2014.8.7 0:00,99,22.4,,96,22.55,
13993,2014.8.7 1:00,98,22.3,,96,22.55,
13994,2014.8.7 10:00,92,22.8,,96,21.5,
13995,2014.8.7 11:00,88,22.5,,94,21.4,
13996,2014.8.7 12:00,87,23.2,,93.5,21.95,
13997,2014.8.7 13:00,81,22.7,,90.5,22.05,
13998,2014.8.7 14:00,83,23.1,,91.5,22.35,
13999,2014.8.7 15:00,82,23.1,,91,22.3,
14000,2014.8.7 16:00,77,22.7,,88.5,22.15,
14001,2014.8.7 17:00,84,23.8,,92,22.7,
14002,2014.8.7 18:00,79,22.7,,89.5,22.2,
14003,2014.8.7 19:00,83,23.4,,91.5,22.55,
14004,2014.8.7 2:00,98,22.3,,97,22.5,
14005,2014.8.7 20:00,89,23.9,,94.5,22.7,
14006,2014.8.7 21:00,90,23.7,,95,22.55,
14007,2014.8.7 22:00,92,23.7,,96,22.55,
14008,2014.8.7 23:00,95,23.6,,97.5,22.5,
14009,2014.8.7 3:00,99,22.5,,98.5,22.45,
14010,2014.8.7 4:00,99,22.5,,99.5,22.4,
14011,2014.8.7 5:00,99,22.5,,99.5,22.35,
14012,2014.8.7 6:00,100,22.6,,100,22.1,
14013,2014.8.7 7:00,100,22.8,,100,22.25,
14014,2014.8.7 8:00,97,22.8,,97.5,21.95,
14015,2014.8.7 9:00,95,22.9,,96,21.55,
14016,2014.8.8 0:00,97,23.5,,98,22.35,
14017,2014.8.8 1:00,96,22.9,,97,21.9,
14018,2014.8.8 10:00,55,17.2,,68,19.15,
14019,2014.8.8 11:00,52,17.2,,64,19.2,
14020,2014.8.8 12:00,49,17.1,,62,19.05,
14021,2014.8.8 13:00,52,18.6,,64.5,20,
14022,2014.8.8 14:00,52,18.6,,64.5,20.1,
14023,2014.8.8 15:00,48,18,,62,19.7,
14024,2014.8.8 16:00,49,18.3,,63,19.75,
14025,2014.8.8 17:00,47,17.3,,62.5,19.35,
14026,2014.8.8 18:00,48,17.3,,62,19.2,
14027,2014.8.8 19:00,51,17.2,,63,18.8,
14028,2014.8.8 2:00,96,22.7,,97,21.65,
14029,2014.8.8 20:00,52,16.2,,64,18.2,
14030,2014.8.8 21:00,54,15.8,,66,18.1,
14031,2014.8.8 22:00,56,15.6,,64.5,17.15,
14032,2014.8.8 23:00,58,15.5,,66,16.95,
14033,2014.8.8 3:00,96,22.3,,95.5,20.95,
14034,2014.8.8 4:00,92,21.1,,95.5,20.45,
14035,2014.8.8 5:00,87,19.9,,92.5,19.75,
14036,2014.8.8 6:00,85,19.3,,91.5,19.35,
14037,2014.8.8 7:00,72,17,,85,18.4,
14038,2014.8.8 8:00,64,16.8,,80,18.6,
14039,2014.8.8 9:00,59,17,,74.5,18.95,
14040,2014.8.9 0:00,59,15.2,,67.5,16.9,
14041,2014.8.9 1:00,60,15,,68.5,17.05,
14042,2014.8.9 10:00,46,14.6,,55.5,17,
14043,2014.8.9 11:00,46,15.6,,55,17.6,
14044,2014.8.9 12:00,42,15,,52,17.9,
14045,2014.8.9 13:00,38,14.6,,50.5,17.75,
14046,2014.8.9 14:00,34,13.5,,47.5,17.1,
14047,2014.8.9 15:00,33,13.3,,46.5,17.2,
14048,2014.8.9 16:00,33,12.6,,46.5,16.8,
14049,2014.8.9 17:00,36,13.9,,49,17.05,
14050,2014.8.9 18:00,38,13.3,,51.5,16.7,
14051,2014.8.9 19:00,43,13.8,,56,17.05,
14052,2014.8.9 2:00,60,14.9,,67.5,16.9,
14053,2014.8.9 20:00,47,14.3,,59,17.3,
14054,2014.8.9 21:00,46,13.5,,59.5,16.85,
14055,2014.8.9 22:00,49,14,,60.5,16.7,
14056,2014.8.9 23:00,53,14.8,,62.5,16.65,
14057,2014.8.9 3:00,62,15.1,,69,17.1,
14058,2014.8.9 4:00,60,14.5,,68.5,16.85,
14059,2014.8.9 5:00,61,14.5,,68,16.65,
14060,2014.8.9 6:00,60,14.4,,68.5,16.5,
14061,2014.8.9 7:00,57,13.8,,67,16.45,
14062,2014.8.9 8:00,54,14.6,,64.5,16.6,
14063,2014.8.9 9:00,50,14.8,,62,17.4,
14064,2014.8.10 0:00,56,15.1,,65.5,16.9,
14065,2014.8.10 1:00,57,15,,66.5,16.8,
14066,2014.8.10 10:00,65,19.4,,72.5,19.85,
14067,2014.8.10 11:00,64,20.1,,71,20.35,
14068,2014.8.10 12:00,66,20.5,,69.5,21,
14069,2014.8.10 13:00,70,20.8,,72,21.35,
14070,2014.8.10 14:00,72,21.3,,78,22.1,
14071,2014.8.10 15:00,75,21.3,,79.5,22.55,
14072,2014.8.10 16:00,82,21.6,,81.5,22.35,
14073,2014.8.10 17:00,95,22.3,,92,22.95,
14074,2014.8.10 18:00,100,20.7,,97,21.85,
14075,2014.8.10 19:00,100,20.6,,97,21.05,
14076,2014.8.10 2:00,60,15.5,,69,17.1,
14077,2014.8.10 20:00,100,20.2,,99,20.65,
14078,2014.8.10 21:00,98,20,,98.5,20.7,
14079,2014.8.10 22:00,97,19.6,,98,20.5,
14080,2014.8.10 23:00,98,19.6,,99,20.45,
14081,2014.8.10 3:00,61,15.6,,69.5,16.95,
14082,2014.8.10 4:00,65,16.7,,73,17.55,
14083,2014.8.10 5:00,67,17.2,,73.5,17.7,
14084,2014.8.10 6:00,69,17.5,,75,17.85,
14085,2014.8.10 7:00,68,17.5,,74.5,18,
14086,2014.8.10 8:00,66,17.6,,72.5,18.2,
14087,2014.8.10 9:00,67,19.1,,73,19.25,
14088,2014.8.11 0:00,99,19.4,,99,20.2,
14089,2014.8.11 1:00,99,19.3,,98,19.75,
14090,2014.8.11 10:00,67,17.9,,73,18.7,
14091,2014.8.11 11:00,63,18.2,,71.5,19.5,
14092,2014.8.11 12:00,66,19.2,,69.5,20.05,
14093,2014.8.11 13:00,62,19.7,,64.5,20.05,
14094,2014.8.11 14:00,66,20.1,,64.5,19.85,
14095,2014.8.11 15:00,57,18.9,,60.5,19.35,
14096,2014.8.11 16:00,59,19,,63,19.9,
14097,2014.8.11 17:00,60,19.6,,62.5,20.3,
14098,2014.8.11 18:00,68,20.4,,66,20.2,
14099,2014.8.11 19:00,77,21.3,,72,20.45,
14100,2014.8.11 2:00,100,19.1,,98.5,19.45,
14101,2014.8.11 20:00,78,20.6,,77,20.7,
14102,2014.8.11 21:00,82,21.1,,82,21.25,
14103,2014.8.11 22:00,84,21.2,,84,21.1,
14104,2014.8.11 23:00,86,21.4,,86,21.05,
14105,2014.8.11 3:00,99,18.8,,98,19.05,
14106,2014.8.11 4:00,100,18.7,,99,18.85,
14107,2014.8.11 5:00,100,18.5,,100,18.75,
14108,2014.8.11 6:00,99,18.1,,99.5,18.4,
14109,2014.8.11 7:00,93,17.4,,96.5,18.25,
14110,2014.8.11 8:00,75,15.6,,85,17.65,
14111,2014.8.11 9:00,70,16.8,,77.5,18.1,
14112,2014.8.12 0:00,86,21.3,,86.5,20.8,
14113,2014.8.12 1:00,87,21.4,,87.5,20.65,
14114,2014.8.12 10:00,71,20.1,,72,20.05,
14115,2014.8.12 11:00,65,19.8,,66,20,
14116,2014.8.12 12:00,64,20.9,,66,21,
14117,2014.8.12 13:00,59,20.6,,61.5,20.85,
14118,2014.8.12 14:00,55,19.5,,57,19.95,
14119,2014.8.12 15:00,57,20.4,,57.5,20.45,
14120,2014.8.12 16:00,59,21.1,,59.5,21.3,
14121,2014.8.12 17:00,55,20.2,,57,20.65,
14122,2014.8.12 18:00,61,20.7,,65,21.55,
14123,2014.8.12 19:00,68,20.6,,70,21.25,
14124,2014.8.12 2:00,88,21.3,,89,20.5,
14125,2014.8.12 20:00,72,20.2,,76,21.3,
14126,2014.8.12 21:00,79,20.9,,81,21.85,
14127,2014.8.12 22:00,84,21.5,,85,22.1,
14128,2014.8.12 23:00,88,21.8,,88,22.3,
14129,2014.8.12 3:00,92,21.8,,92,20.65,
14130,2014.8.12 4:00,96,22.1,,95.5,20.7,
14131,2014.8.12 5:00,97,21.8,,96.5,20.45,
14132,2014.8.12 6:00,97,21.8,,97,20.5,
14133,2014.8.12 7:00,93,21.5,,95,20.4,
14134,2014.8.12 8:00,89,21.5,,90,20.75,
14135,2014.8.12 9:00,78,20.7,,80.5,20.5,
14136,2014.8.13 0:00,94,22.6,,91.5,22.75,
14137,2014.8.13 1:00,91,22,,90,22.3,
14138,2014.8.13 10:00,74,20.1,,82,21.5,
14139,2014.8.13 11:00,74,20.7,,80,21.7,
14140,2014.8.13 12:00,68,20.1,,75,21.3,
14141,2014.8.13 13:00,70,20.7,,76.5,21.8,
14142,2014.8.13 14:00,75,21.6,,83.5,22.75,
14143,2014.8.13 15:00,68,19.9,,82,21.9,
14144,2014.8.13 16:00,71,20,,82,21.05,
14145,2014.8.13 17:00,63,17.8,,79,19.65,
14146,2014.8.13 18:00,61,16.6,,80,19.35,
14147,2014.8.13 19:00,63,16.7,,80.5,18.85,
14148,2014.8.13 2:00,93,22.3,,93,22.5,
14149,2014.8.13 20:00,65,16.7,,82,18.8,
14150,2014.8.13 21:00,68,17.1,,84,19.05,
14151,2014.8.13 22:00,70,17.4,,85,19.3,
14152,2014.8.13 23:00,74,18,,87,19.55,
14153,2014.8.13 3:00,94,22.4,,94.5,22.5,
14154,2014.8.13 4:00,93,22,,93,22.15,
14155,2014.8.13 5:00,91,21.2,,92.5,21.8,
14156,2014.8.13 6:00,91,21,,93.5,21.75,
14157,2014.8.13 7:00,89,20.8,,92,21.55,
14158,2014.8.13 8:00,83,20.3,,89,21.45,
14159,2014.8.13 9:00,78,20.2,,86,21.55,
14160,2014.8.14 0:00,74,17.6,,87,19.25,
14161,2014.8.14 1:00,76,17.8,,88,19.4,
14162,2014.8.14 10:00,75,18.4,,87,19.5,
14163,2014.8.14 11:00,71,18.1,,85,19.55,
14164,2014.8.14 12:00,70,18,,83.5,19.45,
14165,2014.8.14 13:00,78,19.3,,87,20.15,
14166,2014.8.14 14:00,76,18.4,,86.5,19.55,
14167,2014.8.14 15:00,80,19.1,,87.5,19.8,
14168,2014.8.14 16:00,80,18.9,,87,19.7,
14169,2014.8.14 17:00,81,19,,88.5,20,
14170,2014.8.14 18:00,80,18.6,,88,19.7,
14171,2014.8.14 19:00,81,18.6,,88.5,19.55,
14172,2014.8.14 2:00,76,17.6,,88,19.2,
14173,2014.8.14 20:00,84,19,,91,19.8,
14174,2014.8.14 21:00,82,18.5,,90.5,19.55,
14175,2014.8.14 22:00,82,18.5,,91,19.55,
14176,2014.8.14 23:00,80,18.1,,90,19.4,
14177,2014.8.14 3:00,79,18,,89.5,19.4,
14178,2014.8.14 4:00,80,18.1,,90,19.4,
14179,2014.8.14 5:00,80,18,,89.5,19.05,
14180,2014.8.14 6:00,81,17.9,,90,18.7,
14181,2014.8.14 7:00,79,17.5,,89.5,18.6,
14182,2014.8.14 8:00,77,17.6,,88.5,18.8,
14183,2014.8.14 9:00,76,18,,86.5,19.15,
14184,2014.8.15 0:00,81,18,,90.5,19.35,
14185,2014.8.15 1:00,83,18.2,,91.5,19.4,
14186,2014.8.15 10:00,62,18.6,,76,20.15,
14187,2014.8.15 11:00,63,19.2,,73.5,20.65,
14188,2014.8.15 12:00,64,19.6,,73.5,20.95,
14189,2014.8.15 13:00,64,20.2,,71.5,21.75,
14190,2014.8.15 14:00,64,19.8,,70.5,21.75,
14191,2014.8.15 15:00,60,19.4,,67,21.45,
14192,2014.8.15 16:00,59,19.9,,69,21.75,
14193,2014.8.15 17:00,58,20.1,,69,21.75,
14194,2014.8.15 18:00,62,20.7,,74.5,22.45,
14195,2014.8.15 19:00,76,22.5,,80.5,23,
14196,2014.8.15 2:00,82,17.9,,91,19.3,
14197,2014.8.15 20:00,82,22.1,,84,22.7,
14198,2014.8.15 21:00,81,20.8,,87.5,22.45,
14199,2014.8.15 22:00,80,20.2,,85,21.6,
14200,2014.8.15 23:00,82,20.5,,87,21.85,
14201,2014.8.15 3:00,82,18,,91,19.35,
14202,2014.8.15 4:00,82,18,,91,19.35,
14203,2014.8.15 5:00,83,18.1,,91.5,19.35,
14204,2014.8.15 6:00,87,18.8,,93.5,19.65,
14205,2014.8.15 7:00,88,18.9,,94,19.9,
14206,2014.8.15 8:00,75,18.1,,87,19.8,
14207,2014.8.15 9:00,65,17.5,,80,19.45,
14208,2014.8.16 0:00,82,20.5,,87.5,21.7,
14209,2014.8.16 1:00,83,20.5,,86.5,21.2,
14210,2014.8.16 10:00,73,20.8,,76,21.9,
14211,2014.8.16 11:00,70,21.3,,72,21.55,
14212,2014.8.16 12:00,68,21.5,,68,21.6,
14213,2014.8.16 13:00,61,21.1,,62.5,21.15,
14214,2014.8.16 14:00,53,20.1,,56,20.5,
14215,2014.8.16 15:00,56,20.7,,58,21.15,
14216,2014.8.16 16:00,58,21,,60,21.3,
14217,2014.8.16 17:00,61,21.7,,64.5,21.95,
14218,2014.8.16 18:00,65,21.6,,67.5,21.8,
14219,2014.8.16 19:00,65,20.7,,71,21.85,
14220,2014.8.16 2:00,85,20.5,,87.5,21,
14221,2014.8.16 20:00,67,20.2,,72.5,21.55,
14222,2014.8.16 21:00,70,20.2,,77.5,21.95,
14223,2014.8.16 22:00,71,19.9,,78,21.5,
14224,2014.8.16 23:00,71,19.7,,79.5,21.35,
14225,2014.8.16 3:00,87,20.7,,89,21.1,
14226,2014.8.16 4:00,89,20.8,,90,21.15,
14227,2014.8.16 5:00,90,20.7,,91,20.85,
14228,2014.8.16 6:00,93,21,,94,21.2,
14229,2014.8.16 7:00,88,20.3,,91.5,20.95,
14230,2014.8.16 8:00,80,20,,87,21,
14231,2014.8.16 9:00,78,20.8,,83,21.6,
14232,2014.8.17 0:00,74,20.1,,81.5,21.35,
14233,2014.8.17 1:00,76,20.2,,84,21.5,
14234,2014.8.17 10:00,87,22.3,,87.5,22.65,
14235,2014.8.17 11:00,94,23.3,,88.5,23.2,
14236,2014.8.17 12:00,97,24.1,,90,23.55,
14237,2014.8.17 13:00,96,24.1,,92,23.65,
14238,2014.8.17 14:00,85,22.1,,90.5,21.45,
14239,2014.8.17 15:00,80,20.6,,87.5,20.3,
14240,2014.8.17 16:00,85,21.9,,91,21.1,
14241,2014.8.17 17:00,82,20.9,,90.5,20.85,
14242,2014.8.17 18:00,80,20.1,,90,20.55,
14243,2014.8.17 19:00,81,20,,90.5,20.5,
14244,2014.8.17 2:00,78,20.4,,85.5,21.45,
14245,2014.8.17 20:00,78,19.3,,89,20.15,
14246,2014.8.17 21:00,73,18.3,,86.5,19.65,
14247,2014.8.17 22:00,75,18.6,,87,20,
14248,2014.8.17 23:00,72,17.7,,85.5,19.4,
14249,2014.8.17 3:00,79,20.4,,87,21.6,
14250,2014.8.17 4:00,81,20.6,,88.5,21.65,
14251,2014.8.17 5:00,81,20.6,,88.5,21.55,
14252,2014.8.17 6:00,83,20.9,,89.5,21.65,
14253,2014.8.17 7:00,84,21,,89.5,21.75,
14254,2014.8.17 8:00,84,21.3,,89,21.9,
14255,2014.8.17 9:00,83,21.6,,87,22.25,
14256,2014.8.18 0:00,74,18,,86.5,19.3,
14257,2014.8.18 1:00,77,18.3,,88,19.3,
14258,2014.8.18 10:00,92,20.9,,95.5,21.1,
14259,2014.8.18 11:00,99,21.3,,96.5,21.35,
14260,2014.8.18 12:00,99,21.5,,97,21.65,
14261,2014.8.18 13:00,94,21.9,,93,21.7,
14262,2014.8.18 14:00,91,21.5,,91.5,21.7,
14263,2014.8.18 15:00,88,22.1,,89.5,22,
14264,2014.8.18 16:00,87,21.6,,90.5,21.8,
14265,2014.8.18 17:00,88,21.2,,93.5,21.7,
14266,2014.8.18 18:00,85,20.6,,92,21.35,
14267,2014.8.18 19:00,81,19.7,,90.5,20.9,
14268,2014.8.18 2:00,75,17.9,,87.5,19.05,
14269,2014.8.18 20:00,88,20.6,,94,21.25,
14270,2014.8.18 21:00,99,21.5,,99.5,21.65,
14271,2014.8.18 22:00,98,21,,99,21.45,
14272,2014.8.18 23:00,97,20.7,,98.5,21.3,
14273,2014.8.18 3:00,75,17.8,,87.5,18.95,
14274,2014.8.18 4:00,84,19.1,,92,19.5,
14275,2014.8.18 5:00,84,18.8,,92,19.25,
14276,2014.8.18 6:00,82,18.3,,91,19.1,
14277,2014.8.18 7:00,95,20.1,,97.5,20.05,
14278,2014.8.18 8:00,96,20.4,,98,20.2,
14279,2014.8.18 9:00,92,20.5,,96,20.45,
14280,2014.8.19 0:00,100,20.9,,100,21.4,
14281,2014.8.19 1:00,100,20.7,,100,21.35,
14282,2014.8.19 10:00,100,21.4,,99,22.2,
14283,2014.8.19 11:00,100,21.6,,96.5,22.25,
14284,2014.8.19 12:00,99,22,,95,22.75,
14285,2014.8.19 13:00,99,22.3,,93,22.7,
14286,2014.8.19 14:00,97,22.1,,89.5,22.5,
14287,2014.8.19 15:00,94,21.9,,87,22.55,
14288,2014.8.19 16:00,89,22,,84.5,22.35,
14289,2014.8.19 17:00,84,22.3,,82.5,22.5,
14290,2014.8.19 18:00,88,22.4,,90,23,
14291,2014.8.19 19:00,92,22.7,,94,23.15,
14292,2014.8.19 2:00,100,20.5,,100,21.3,
14293,2014.8.19 20:00,93,22.3,,95.5,23,
14294,2014.8.19 21:00,93,22,,94,22.5,
14295,2014.8.19 22:00,92,21.9,,94,22.4,
14296,2014.8.19 23:00,96,22.4,,95.5,22.45,
14297,2014.8.19 3:00,100,20.5,,100,21.35,
14298,2014.8.19 4:00,100,20.4,,100,21.4,
14299,2014.8.19 5:00,100,20.3,,100,21.4,
14300,2014.8.19 6:00,100,20.4,,100,21.4,
14301,2014.8.19 7:00,100,20.5,,100,21.35,
14302,2014.8.19 8:00,100,20.8,,100,21.65,
14303,2014.8.19 9:00,99,21.1,,99,22,
14304,2014.8.20 0:00,100,22.7,,98.5,22.65,
14305,2014.8.20 1:00,100,22.7,,98.5,22.6,
14306,2014.8.20 10:00,92,22.3,,90,22.15,
14307,2014.8.20 11:00,86,21.9,,87,22.1,
14308,2014.8.20 12:00,77,21,,82,22.1,
14309,2014.8.20 13:00,77,21.8,,81,22.7,
14310,2014.8.20 14:00,73,21.5,,76,22,
14311,2014.8.20 15:00,68,21,,74,21.9,
14312,2014.8.20 16:00,70,21.7,,79.5,22.7,
14313,2014.8.20 17:00,72,22,,81,22.9,
14314,2014.8.20 18:00,75,22.1,,85,23,
14315,2014.8.20 19:00,78,22.2,,86,22.7,
14316,2014.8.20 2:00,100,22.6,,98.5,22.45,
14317,2014.8.20 20:00,81,22.5,,89.5,22.9,
14318,2014.8.20 21:00,83,22.4,,91.5,22.9,
14319,2014.8.20 22:00,87,22.8,,93.5,22.95,
14320,2014.8.20 23:00,88,22.7,,94,22.75,
14321,2014.8.20 3:00,100,22.5,,99,22.4,
14322,2014.8.20 4:00,100,22.4,,99,22.3,
14323,2014.8.20 5:00,99,22.3,,98,22.15,
14324,2014.8.20 6:00,100,22.4,,99.5,22.3,
14325,2014.8.20 7:00,100,22.4,,100,22.4,
14326,2014.8.20 8:00,99,22.6,,97,22.45,
14327,2014.8.20 9:00,95,22.2,,92.5,22.1,
14328,2014.8.21 0:00,90,22.8,,95,22.8,
14329,2014.8.21 1:00,90,22.7,,95,22.75,
14330,2014.8.21 10:00,100,22.2,,97.5,23.05,
14331,2014.8.21 11:00,100,22.3,,98,23.45,
14332,2014.8.21 12:00,96,23.1,,91,23.6,
14333,2014.8.21 13:00,91,22.8,,91,22.8,
14334,2014.8.21 14:00,96,23.3,,94,22.85,
14335,2014.8.21 15:00,93,22.5,,95,22.4,
14336,2014.8.21 16:00,91,22.3,,95.5,22.5,
14337,2014.8.21 17:00,85,21.5,,92.5,22,
14338,2014.8.21 18:00,87,21.4,,93.5,21.7,
14339,2014.8.21 19:00,92,21.6,,96,21.6,
14340,2014.8.21 2:00,96,23.6,,98,23.2,
14341,2014.8.21 20:00,98,21.8,,99,21.55,
14342,2014.8.21 21:00,99,21.8,,99.5,21.55,
14343,2014.8.21 22:00,99,21.7,,99.5,21.5,
14344,2014.8.21 23:00,99,21.6,,99.5,21.45,
14345,2014.8.21 3:00,100,23.8,,100,23.35,
14346,2014.8.21 4:00,100,23.5,,100,23.2,
14347,2014.8.21 5:00,100,23.2,,100,23.1,
14348,2014.8.21 6:00,100,22.9,,100,22.85,
14349,2014.8.21 7:00,100,22.8,,100,22.8,
14350,2014.8.21 8:00,100,22.7,,100,22.9,
14351,2014.8.21 9:00,100,22.5,,99,23.05,
14352,2014.8.22 0:00,97,21.4,,98.5,21.4,
14353,2014.8.22 1:00,100,22.2,,100,21.8,
14354,2014.8.22 10:00,75,20.5,,78.5,21.25,
14355,2014.8.22 11:00,72,20.8,,75.5,21.3,
14356,2014.8.22 12:00,72,21.1,,73,21.35,
14357,2014.8.22 13:00,66,20.2,,67,20.6,
14358,2014.8.22 14:00,63,20.2,,64.5,20.6,
14359,2014.8.22 15:00,64,20.5,,67.5,21.3,
14360,2014.8.22 16:00,67,21.1,,67,21.2,
14361,2014.8.22 17:00,68,21.3,,68.5,21.5,
14362,2014.8.22 18:00,71,20.9,,72.5,21.5,
14363,2014.8.22 19:00,77,21.1,,76.5,21.25,
14364,2014.8.22 2:00,100,22.2,,100,21.8,
14365,2014.8.22 20:00,81,21.4,,80.5,21.35,
14366,2014.8.22 21:00,84,21.6,,86,21.75,
14367,2014.8.22 22:00,84,21.3,,88.5,21.7,
14368,2014.8.22 23:00,87,21.7,,90.5,21.75,
14369,2014.8.22 3:00,100,21.8,,100,21.7,
14370,2014.8.22 4:00,100,21.8,,100,21.75,
14371,2014.8.22 5:00,100,21.7,,99.5,21.7,
14372,2014.8.22 6:00,100,21.8,,100,21.7,
14373,2014.8.22 7:00,100,21.9,,100,21.8,
14374,2014.8.22 8:00,98,22.2,,99,22.35,
14375,2014.8.22 9:00,88,21.6,,90,22.2,
14376,2014.8.23 0:00,88,21.7,,91.5,21.7,
14377,2014.8.23 1:00,90,22.2,,93.5,21.9,
14378,2014.8.23 10:00,87,22.2,,84.5,21.85,
14379,2014.8.23 11:00,80,21.8,,76.5,21.35,
14380,2014.8.23 12:00,74,21.4,,72.5,21.5,
14381,2014.8.23 13:00,71,21.5,,66.5,21,
14382,2014.8.23 14:00,64,21,,63,21.05,
14383,2014.8.23 15:00,57,19.8,,60.5,20.8,
14384,2014.8.23 16:00,59,20.5,,60.5,20.7,
14385,2014.8.23 17:00,64,20.9,,67.5,21.95,
14386,2014.8.23 18:00,67,20.8,,70.5,21.6,
14387,2014.8.23 19:00,75,21.1,,77.5,21.7,
14388,2014.8.23 2:00,94,22.7,,95.5,22,
14389,2014.8.23 20:00,79,20.9,,78.5,20.95,
14390,2014.8.23 21:00,71,18.7,,78.5,20,
14391,2014.8.23 22:00,81,20.3,,87,21.1,
14392,2014.8.23 23:00,85,20.6,,88.5,20.95,
14393,2014.8.23 3:00,94,22.6,,96.5,21.95,
14394,2014.8.23 4:00,95,22.7,,97.5,21.95,
14395,2014.8.23 5:00,96,22.7,,98,21.9,
14396,2014.8.23 6:00,95,22.4,,97.5,21.7,
14397,2014.8.23 7:00,95,22.4,,97.5,21.7,
14398,2014.8.23 8:00,92,22.2,,95,21.8,
14399,2014.8.23 9:00,90,22.2,,90.5,21.85,
14400,2014.8.24 0:00,88,20.7,,90.5,20.9,
14401,2014.8.24 1:00,89,20.5,,91,20.7,
14402,2014.8.24 10:00,74,21,,80.5,21.5,
14403,2014.8.24 11:00,61,19.7,,72,21.05,
14404,2014.8.24 12:00,50,17.7,,63,20.05,
14405,2014.8.24 13:00,56,20.1,,64.5,21.3,
14406,2014.8.24 14:00,54,20,,64.5,21.5,
14407,2014.8.24 15:00,54,19.8,,63.5,21.05,
14408,2014.8.24 16:00,56,19.7,,68,21.5,
14409,2014.8.24 17:00,68,21.6,,76.5,22.85,
14410,2014.8.24 18:00,68,21,,77.5,22.5,
14411,2014.8.24 19:00,71,21.1,,79,22.35,
14412,2014.8.24 2:00,91,20.4,,93,20.7,
14413,2014.8.24 20:00,76,21.6,,85,22.95,
14414,2014.8.24 21:00,84,22.7,,89.5,23.45,
14415,2014.8.24 22:00,85,22.4,,91,23.3,
14416,2014.8.24 23:00,86,22.3,,92.5,23.35,
14417,2014.8.24 3:00,91,20.2,,93,20.55,
14418,2014.8.24 4:00,89,19.7,,92,20.25,
14419,2014.8.24 5:00,95,20.4,,95,20.55,
14420,2014.8.24 6:00,96,20.2,,96.5,20.55,
14421,2014.8.24 7:00,95,19.9,,96,20.5,
14422,2014.8.24 8:00,85,19.8,,90,20.6,
14423,2014.8.24 9:00,75,19.7,,83,20.65,
14424,2014.8.25 0:00,86,22.3,,93,23.2,
14425,2014.8.25 1:00,88,22.5,,94,23.2,
14426,2014.8.25 10:00,74,20.3,,87,21.35,
14427,2014.8.25 11:00,70,20.3,,85,21.45,
14428,2014.8.25 12:00,68,20.3,,84,21.45,
14429,2014.8.25 13:00,65,20.4,,82.5,21.5,
14430,2014.8.25 14:00,65,20.7,,82.5,21.9,
14431,2014.8.25 15:00,62,20.5,,79,21.7,
14432,2014.8.25 16:00,64,20.7,,79,21.75,
14433,2014.8.25 17:00,64,20.1,,79,21.65,
14434,2014.8.25 18:00,64,19.8,,79.5,21.35,
14435,2014.8.25 19:00,65,19.7,,81,21.4,
14436,2014.8.25 2:00,86,22,,92.5,22.8,
14437,2014.8.25 20:00,65,19.1,,80.5,20.85,
14438,2014.8.25 21:00,66,19,,81.5,20.75,
14439,2014.8.25 22:00,65,18.6,,81.5,20.55,
14440,2014.8.25 23:00,65,18.4,,82,20.6,
14441,2014.8.25 3:00,87,22,,93,22.7,
14442,2014.8.25 4:00,86,21.7,,93,22.4,
14443,2014.8.25 5:00,86,21.7,,93,22.25,
14444,2014.8.25 6:00,86,21.6,,93,22.15,
14445,2014.8.25 7:00,81,20.6,,90.5,21.6,
14446,2014.8.25 8:00,79,20.4,,89.5,21.55,
14447,2014.8.25 9:00,77,20.3,,88.5,21.5,
14448,2014.8.26 0:00,64,18.1,,81.5,20.45,
14449,2014.8.26 1:00,65,18.2,,82.5,20.45,
14450,2014.8.26 10:00,60,19.1,,72.5,20.55,
14451,2014.8.26 11:00,59,19.7,,69.5,21.1,
14452,2014.8.26 12:00,60,20.2,,67,21.3,
14453,2014.8.26 13:00,60,20.8,,67,21.9,
14454,2014.8.26 14:00,57,20,,66,21.45,
14455,2014.8.26 15:00,54,19.1,,63.5,20.95,
14456,2014.8.26 16:00,65,21.3,,69,22.4,
14457,2014.8.26 17:00,67,21.2,,69,22.25,
14458,2014.8.26 18:00,85,23,,81,23.35,
14459,2014.8.26 19:00,96,23.6,,88.5,23.3,
14460,2014.8.26 2:00,67,18.4,,83.5,20.5,
14461,2014.8.26 20:00,94,22.7,,91,23.05,
