,Unnamed: 0,date,Humi.x,dew.x,snow.x,Humi.y,dew.y,snow.y,Humi,dew,snow
16456,16456,2014.11.17 23:00,72.0,0.0,,78.5,0.85,,75.25,0.425,
16457,16457,2014.11.17 3:00,97.0,4.9,,80.5,2.45,,88.75,3.6750000000000003,
16458,16458,2014.11.17 4:00,96.0,4.1,,84.0,2.95,,90.0,3.525,
16459,16459,2014.11.17 5:00,98.0,4.2,,86.0,2.85,,92.0,3.5250000000000004,
16460,16460,2014.11.17 6:00,97.0,4.1,,86.0,2.75,,91.5,3.425,
16461,16461,2014.11.17 7:00,97.0,3.9,,88.5,2.7,,92.75,3.3,
16462,16462,2014.11.17 8:00,97.0,4.1,,86.5,2.45,,91.75,3.275,
16463,16463,2014.11.17 9:00,92.0,4.1,,81.5,2.85,,86.75,3.4749999999999996,
16464,16464,2014.11.18 0:00,77.0,0.1,,81.0,0.9,,79.0,0.5,
16465,16465,2014.11.18 1:00,77.0,-0.5,,81.5,0.7,,79.25,0.09999999999999998,
16466,16466,2014.11.18 10:00,46.0,-5.7,,58.0,-2.15,,52.0,-3.925,
16467,16467,2014.11.18 11:00,41.0,-6.2,,46.5,-3.6,,43.75,-4.9,
16468,16468,2014.11.18 12:00,36.0,-6.7,,38.0,-4.95,,37.0,-5.825,
16469,16469,2014.11.18 13:00,33.0,-7.0,,38.0,-4.05,,35.5,-5.525,
16470,16470,2014.11.18 14:00,30.0,-7.2,,34.5,-4.6,,32.25,-5.9,
16471,16471,2014.11.18 15:00,30.0,-6.7,,34.5,-4.0,,32.25,-5.35,
16472,16472,2014.11.18 16:00,33.0,-5.7,,35.0,-4.15,,34.0,-4.925000000000001,
16473,16473,2014.11.18 17:00,35.0,-6.5,,37.5,-5.05,,36.25,-5.775,
16474,16474,2014.11.18 18:00,39.0,-6.3,,42.0,-5.1,,40.5,-5.699999999999999,
16475,16475,2014.11.18 19:00,47.0,-4.8,,51.5,-3.55,,49.25,-4.175,
16476,16476,2014.11.18 2:00,74.0,-1.3,,81.0,0.35,,77.5,-0.47500000000000003,
16477,16477,2014.11.18 20:00,55.0,-3.3,,59.0,-2.55,,57.0,-2.925,
16478,16478,2014.11.18 21:00,56.0,-3.2,,62.5,-2.25,,59.25,-2.725,
16479,16479,2014.11.18 22:00,57.0,-3.1,,63.5,-2.2,,60.25,-2.6500000000000004,
16480,16480,2014.11.18 23:00,59.0,-3.5,,68.0,-2.2,,63.5,-2.85,
16481,16481,2014.11.18 3:00,76.0,-1.2,,82.0,0.2,,79.0,-0.5,
16482,16482,2014.11.18 4:00,74.0,-1.5,,83.0,-0.1,,78.5,-0.8,
16483,16483,2014.11.18 5:00,76.0,-1.6,,85.0,-0.35,,80.5,-0.9750000000000001,
16484,16484,2014.11.18 6:00,74.0,-2.1,,84.0,-1.0,,79.0,-1.55,
16485,16485,2014.11.18 7:00,72.0,-2.6,,84.0,-1.25,,78.0,-1.925,
16486,16486,2014.11.18 8:00,70.0,-3.0,,83.5,-1.4,,76.75,-2.2,
16487,16487,2014.11.18 9:00,55.0,-4.9,,72.5,-1.65,,63.75,-3.2750000000000004,
16488,16488,2014.11.19 0:00,61.0,-3.8,,71.0,-2.45,,66.0,-3.125,
16489,16489,2014.11.19 1:00,61.0,-4.4,,73.0,-2.8,,67.0,-3.6,
16490,16490,2014.11.19 10:00,52.0,-4.3,,62.0,-2.35,,57.0,-3.325,
16491,16491,2014.11.19 11:00,40.0,-5.6,,47.5,-3.25,,43.75,-4.425,
16492,16492,2014.11.19 12:00,33.0,-6.7,,38.0,-4.4,,35.5,-5.550000000000001,
16493,16493,2014.11.19 13:00,30.0,-5.5,,32.0,-4.85,,31.0,-5.175,
16494,16494,2014.11.19 14:00,31.0,-4.8,,35.0,-3.25,,33.0,-4.025,
16495,16495,2014.11.19 15:00,34.0,-3.3,,37.0,-2.35,,35.5,-2.825,
16496,16496,2014.11.19 16:00,38.0,-1.9,,39.0,-1.65,,38.5,-1.775,
16497,16497,2014.11.19 17:00,48.0,-0.4,,46.5,-0.95,,47.25,-0.675,
16498,16498,2014.11.19 18:00,57.0,0.8,,54.5,0.1,,55.75,0.45,
16499,16499,2014.11.19 19:00,59.0,0.4,,58.5,0.2,,58.75,0.30000000000000004,
16500,16500,2014.11.19 2:00,62.0,-4.9,,74.5,-3.3,,68.25,-4.1,
16501,16501,2014.11.19 20:00,59.0,0.0,,61.5,-0.05,,60.25,-0.025,
16502,16502,2014.11.19 21:00,58.0,-0.7,,63.0,-0.25,,60.5,-0.475,
16503,16503,2014.11.19 22:00,61.0,-0.7,,66.0,-0.3,,63.5,-0.5,
16504,16504,2014.11.19 23:00,64.0,-0.7,,69.5,-0.35,,66.75,-0.5249999999999999,
16505,16505,2014.11.19 3:00,64.0,-4.8,,76.5,-3.3,,70.25,-4.05,
16506,16506,2014.11.19 4:00,65.0,-4.9,,78.0,-3.5,,71.5,-4.2,
16507,16507,2014.11.19 5:00,65.0,-5.2,,79.0,-3.65,,72.0,-4.425,
16508,16508,2014.11.19 6:00,75.0,-3.7,,84.5,-2.95,,79.75,-3.325,
16509,16509,2014.11.19 7:00,75.0,-4.1,,84.5,-3.35,,79.75,-3.7249999999999996,
16510,16510,2014.11.19 8:00,72.0,-4.9,,83.0,-3.65,,77.5,-4.275,
16511,16511,2014.11.19 9:00,56.0,-6.0,,70.5,-3.6,,63.25,-4.8,
16512,16512,2014.11.20 0:00,66.0,-0.8,,72.5,-0.4,,69.25,-0.6000000000000001,
16513,16513,2014.11.20 1:00,70.0,-0.4,,76.0,-0.35,,73.0,-0.375,
16514,16514,2014.11.20 10:00,57.0,-1.0,,65.5,-0.15,,61.25,-0.575,
16515,16515,2014.11.20 11:00,52.0,-0.3,,55.0,0.05,,53.5,-0.125,
16516,16516,2014.11.20 12:00,46.0,-0.1,,47.0,0.2,,46.5,0.05,
16517,16517,2014.11.20 13:00,44.0,1.1,,44.5,1.4,,44.25,1.25,
16518,16518,2014.11.20 14:00,40.0,0.8,,40.5,0.8,,40.25,0.8,
16519,16519,2014.11.20 15:00,41.0,0.8,,39.5,0.5,,40.25,0.65,
16520,16520,2014.11.20 16:00,43.0,1.0,,40.5,0.4,,41.75,0.7,
16521,16521,2014.11.20 17:00,50.0,2.0,,47.0,0.85,,48.5,1.425,
16522,16522,2014.11.20 18:00,56.0,2.1,,52.0,0.8,,54.0,1.4500000000000002,
16523,16523,2014.11.20 19:00,58.0,1.8,,58.0,1.15,,58.0,1.475,
16524,16524,2014.11.20 2:00,71.0,-0.5,,78.0,-0.3,,74.5,-0.4,
16525,16525,2014.11.20 20:00,64.0,2.3,,64.0,1.45,,64.0,1.875,
16526,16526,2014.11.20 21:00,65.0,2.0,,67.0,1.3,,66.0,1.65,
16527,16527,2014.11.20 22:00,67.0,2.0,,68.5,0.9,,67.75,1.45,
16528,16528,2014.11.20 23:00,73.0,2.5,,74.0,1.35,,73.5,1.925,
16529,16529,2014.11.20 3:00,72.0,-0.6,,79.5,-0.6,,75.75,-0.6,
16530,16530,2014.11.20 4:00,75.0,-0.2,,82.0,-0.4,,78.5,-0.30000000000000004,
16531,16531,2014.11.20 5:00,72.0,-0.6,,81.5,-0.65,,76.75,-0.625,
16532,16532,2014.11.20 6:00,76.0,-0.1,,84.0,-0.6,,80.0,-0.35,
16533,16533,2014.11.20 7:00,81.0,-0.1,,87.0,-0.65,,84.0,-0.375,
16534,16534,2014.11.20 8:00,77.0,-0.8,,85.5,-0.75,,81.25,-0.775,
16535,16535,2014.11.20 9:00,64.0,-1.5,,75.0,-0.75,,69.5,-1.125,
16536,16536,2014.11.21 0:00,75.0,2.7,,76.5,1.35,,75.75,2.0250000000000004,
16537,16537,2014.11.21 1:00,72.0,1.9,,77.0,1.15,,74.5,1.525,
16538,16538,2014.11.21 10:00,53.0,0.6,,65.0,1.2,,59.0,0.8999999999999999,
16539,16539,2014.11.21 11:00,49.0,1.5,,55.5,1.65,,52.25,1.575,
16540,16540,2014.11.21 12:00,45.0,2.6,,46.5,2.35,,45.75,2.475,
16541,16541,2014.11.21 13:00,48.0,4.8,,44.0,3.05,,46.0,3.925,
16542,16542,2014.11.21 14:00,47.0,4.4,,41.0,2.6,,44.0,3.5,
16543,16543,2014.11.21 15:00,49.0,4.8,,42.5,3.3,,45.75,4.05,
16544,16544,2014.11.21 16:00,55.0,5.9,,48.0,4.35,,51.5,5.125,
16545,16545,2014.11.21 17:00,57.0,5.9,,52.0,4.6,,54.5,5.25,
16546,16546,2014.11.21 18:00,58.0,6.0,,56.0,4.85,,57.0,5.425,
16547,16547,2014.11.21 19:00,61.0,6.5,,61.0,5.4,,61.0,5.95,
16548,16548,2014.11.21 2:00,72.0,1.9,,77.5,1.1,,74.75,1.5,
16549,16549,2014.11.21 20:00,65.0,7.1,,66.0,5.7,,65.5,6.4,
16550,16550,2014.11.21 21:00,69.0,7.7,,71.5,6.15,,70.25,6.925000000000001,
16551,16551,2014.11.21 22:00,72.0,8.0,,75.0,6.3,,73.5,7.15,
16552,16552,2014.11.21 23:00,76.0,8.5,,77.5,6.2,,76.75,7.35,
16553,16553,2014.11.21 3:00,72.0,2.0,,79.0,1.05,,75.5,1.525,
16554,16554,2014.11.21 4:00,68.0,1.2,,78.0,0.65,,73.0,0.925,
16555,16555,2014.11.21 5:00,73.0,2.0,,81.5,0.95,,77.25,1.475,
16556,16556,2014.11.21 6:00,71.0,1.2,,81.0,0.45,,76.0,0.825,
16557,16557,2014.11.21 7:00,70.0,0.9,,81.0,0.3,,75.5,0.6,
16558,16558,2014.11.21 8:00,67.0,0.3,,80.0,0.15,,73.5,0.22499999999999998,
16559,16559,2014.11.21 9:00,58.0,0.0,,73.5,0.35,,65.75,0.175,
16560,16560,2014.11.22 0:00,78.0,8.8,,80.5,6.25,,79.25,7.525,
16561,16561,2014.11.22 1:00,80.0,9.2,,83.5,6.45,,81.75,7.824999999999999,
16562,16562,2014.11.22 10:00,98.0,11.3,,88.0,8.25,,93.0,9.775,
16563,16563,2014.11.22 11:00,96.0,11.1,,84.0,9.0,,90.0,10.05,
16564,16564,2014.11.22 12:00,95.0,11.2,,81.0,9.2,,88.0,10.2,
16565,16565,2014.11.22 13:00,88.0,10.0,,80.0,8.6,,84.0,9.3,
16566,16566,2014.11.22 14:00,88.0,9.8,,81.0,8.95,,84.5,9.375,
16567,16567,2014.11.22 15:00,84.0,9.1,,85.5,9.3,,84.75,9.2,
16568,16568,2014.11.22 16:00,79.0,8.2,,86.5,9.1,,82.75,8.649999999999999,
16569,16569,2014.11.22 17:00,80.0,8.2,,86.0,8.85,,83.0,8.524999999999999,
16570,16570,2014.11.22 18:00,80.0,7.5,,86.0,8.4,,83.0,7.95,
16571,16571,2014.11.22 19:00,88.0,8.1,,91.0,8.3,,89.5,8.2,
16572,16572,2014.11.22 2:00,81.0,9.4,,85.5,6.45,,83.25,7.925000000000001,
16573,16573,2014.11.22 20:00,89.0,7.9,,93.0,8.0,,91.0,7.95,
16574,16574,2014.11.22 21:00,92.0,8.1,,95.0,7.8,,93.5,7.949999999999999,
16575,16575,2014.11.22 22:00,95.0,8.0,,97.0,7.45,,96.0,7.725,
16576,16576,2014.11.22 23:00,95.0,7.8,,97.0,7.0,,96.0,7.4,
16577,16577,2014.11.22 3:00,83.0,9.7,,86.0,6.5,,84.5,8.1,
16578,16578,2014.11.22 4:00,84.0,9.8,,87.5,6.85,,85.75,8.325,
16579,16579,2014.11.22 5:00,83.0,9.5,,87.5,6.5,,85.25,8.0,
16580,16580,2014.11.22 6:00,96.0,11.0,,95.0,7.2,,95.5,9.1,
16581,16581,2014.11.22 7:00,98.0,10.8,,97.0,7.2,,97.5,9.0,
16582,16582,2014.11.22 8:00,99.0,11.0,,97.0,7.25,,98.0,9.125,
16583,16583,2014.11.22 9:00,99.0,11.2,,93.5,7.65,,96.25,9.425,
16584,16584,2014.11.23 0:00,98.0,7.6,,98.5,6.5,,98.25,7.05,
16585,16585,2014.11.23 1:00,98.0,7.4,,98.5,6.7,,98.25,7.050000000000001,
16586,16586,2014.11.23 10:00,87.0,5.4,,93.0,5.55,,90.0,5.475,
16587,16587,2014.11.23 11:00,79.0,5.1,,89.0,5.55,,84.0,5.324999999999999,
16588,16588,2014.11.23 12:00,75.0,5.5,,87.0,6.0,,81.0,5.75,
16589,16589,2014.11.23 13:00,68.0,5.4,,82.5,6.25,,75.25,5.825,
16590,16590,2014.11.23 14:00,64.0,5.3,,77.0,6.15,,70.5,5.725,
16591,16591,2014.11.23 15:00,60.0,4.6,,74.5,5.95,,67.25,5.275,
16592,16592,2014.11.23 16:00,54.0,2.9,,70.5,5.2,,62.25,4.05,
16593,16593,2014.11.23 17:00,55.0,2.7,,72.5,5.15,,63.75,3.9250000000000003,
16594,16594,2014.11.23 18:00,61.0,3.5,,76.0,5.45,,68.5,4.475,
16595,16595,2014.11.23 19:00,74.0,5.8,,83.0,6.6,,78.5,6.199999999999999,
16596,16596,2014.11.23 2:00,99.0,7.1,,99.0,6.55,,99.0,6.824999999999999,
16597,16597,2014.11.23 20:00,80.0,6.6,,87.0,7.1,,83.5,6.85,
16598,16598,2014.11.23 21:00,81.0,6.3,,87.5,6.9,,84.25,6.6,
16599,16599,2014.11.23 22:00,75.0,4.9,,84.5,6.2,,79.75,5.550000000000001,
16600,16600,2014.11.23 23:00,72.0,4.3,,83.0,5.95,,77.5,5.125,
16601,16601,2014.11.23 3:00,99.0,6.9,,99.0,6.6,,99.0,6.75,
16602,16602,2014.11.23 4:00,100.0,6.7,,99.5,6.6,,99.75,6.65,
16603,16603,2014.11.23 5:00,100.0,6.7,,99.5,6.5,,99.75,6.6,
16604,16604,2014.11.23 6:00,100.0,6.7,,99.5,6.5,,99.75,6.6,
16605,16605,2014.11.23 7:00,100.0,6.4,,99.5,6.3,,99.75,6.35,
16606,16606,2014.11.23 8:00,99.0,6.1,,99.0,6.05,,99.0,6.074999999999999,
16607,16607,2014.11.23 9:00,94.0,5.7,,96.5,5.65,,95.25,5.675000000000001,
16608,16608,2014.11.24 0:00,70.0,3.9,,82.0,5.75,,76.0,4.825,
16609,16609,2014.11.24 1:00,73.0,4.3,,84.0,6.0,,78.5,5.15,
16610,16610,2014.11.24 10:00,60.0,1.8,,79.5,5.3,,69.75,3.55,
16611,16611,2014.11.24 11:00,50.0,0.4,,74.5,4.75,,62.25,2.575,
16612,16612,2014.11.24 12:00,36.0,-2.8,,67.5,3.15,,51.75,0.17500000000000004,
16613,16613,2014.11.24 13:00,36.0,-2.0,,67.5,3.5,,51.75,0.75,
16614,16614,2014.11.24 14:00,38.0,-1.0,,68.5,3.95,,53.25,1.475,
16615,16615,2014.11.24 15:00,48.0,2.3,,73.5,5.5,,60.75,3.9,
16616,16616,2014.11.24 16:00,51.0,2.3,,75.0,5.45,,63.0,3.875,
16617,16617,2014.11.24 17:00,53.0,2.4,,76.0,5.5,,64.5,3.95,
16618,16618,2014.11.24 18:00,54.0,2.0,,76.5,5.3,,65.25,3.65,
16619,16619,2014.11.24 19:00,55.0,1.7,,77.0,5.2,,66.0,3.45,
16620,16620,2014.11.24 2:00,74.0,4.2,,84.5,5.95,,79.25,5.075,
16621,16621,2014.11.24 20:00,53.0,0.8,,76.0,4.8,,64.5,2.8,
16622,16622,2014.11.24 21:00,61.0,2.1,,80.0,5.45,,70.5,3.7750000000000004,
16623,16623,2014.11.24 22:00,62.0,1.8,,80.5,5.3,,71.25,3.55,
16624,16624,2014.11.24 23:00,60.0,0.7,,78.0,4.6,,69.0,2.65,
16625,16625,2014.11.24 3:00,76.0,4.5,,87.0,6.25,,81.5,5.375,
16626,16626,2014.11.24 4:00,76.0,4.4,,87.5,6.25,,81.75,5.325,
16627,16627,2014.11.24 5:00,74.0,3.7,,86.5,5.9,,80.25,4.800000000000001,
16628,16628,2014.11.24 6:00,74.0,3.7,,86.5,5.95,,80.25,4.825,
16629,16629,2014.11.24 7:00,71.0,3.1,,85.0,5.65,,78.0,4.375,
16630,16630,2014.11.24 8:00,70.0,2.9,,84.5,5.6,,77.25,4.25,
16631,16631,2014.11.24 9:00,66.0,2.5,,82.5,5.5,,74.25,4.0,
16632,16632,2014.11.25 0:00,63.0,1.3,,80.0,4.95,,71.5,3.125,
16633,16633,2014.11.25 1:00,60.0,0.4,,78.0,4.35,,69.0,2.375,
16634,16634,2014.11.25 10:00,53.0,2.4,,72.5,4.75,,62.75,3.575,
16635,16635,2014.11.25 11:00,48.0,2.5,,69.0,4.95,,58.5,3.725,
16636,16636,2014.11.25 12:00,45.0,2.6,,63.5,5.25,,54.25,3.925,
16637,16637,2014.11.25 13:00,42.0,1.9,,59.5,4.75,,50.75,3.325,
16638,16638,2014.11.25 14:00,44.0,2.3,,59.5,4.9,,51.75,3.6,
16639,16639,2014.11.25 15:00,48.0,2.6,,59.5,4.8,,53.75,3.7,
16640,16640,2014.11.25 16:00,49.0,2.3,,61.5,4.8,,55.25,3.55,
16641,16641,2014.11.25 17:00,52.0,2.1,,63.0,4.55,,57.5,3.325,
16642,16642,2014.11.25 18:00,55.0,2.0,,64.0,4.25,,59.5,3.125,
16643,16643,2014.11.25 19:00,56.0,1.9,,62.0,3.5,,59.0,2.7,
16644,16644,2014.11.25 2:00,57.0,-0.2,,76.0,4.1,,66.5,1.9499999999999997,
16645,16645,2014.11.25 20:00,57.0,2.1,,63.5,3.5,,60.25,2.8,
16646,16646,2014.11.25 21:00,56.0,1.7,,63.0,3.25,,59.5,2.475,
16647,16647,2014.11.25 22:00,58.0,1.8,,63.5,3.15,,60.75,2.475,
16648,16648,2014.11.25 23:00,59.0,1.7,,64.5,3.0,,61.75,2.35,
16649,16649,2014.11.25 3:00,60.0,0.2,,78.0,4.25,,69.0,2.225,
16650,16650,2014.11.25 4:00,57.0,-0.7,,76.0,3.75,,66.5,1.525,
16651,16651,2014.11.25 5:00,58.0,-0.9,,76.5,3.55,,67.25,1.325,
16652,16652,2014.11.25 6:00,63.0,0.1,,80.0,3.7,,71.5,1.9000000000000001,
16653,16653,2014.11.25 7:00,65.0,0.7,,81.0,3.7,,73.0,2.2,
16654,16654,2014.11.25 8:00,65.0,1.3,,81.5,4.1,,73.25,2.6999999999999997,
16655,16655,2014.11.25 9:00,61.0,2.2,,79.5,4.85,,70.25,3.525,
16656,16656,2014.11.26 0:00,60.0,1.7,,65.0,3.0,,62.5,2.35,
16657,16657,2014.11.26 1:00,61.0,1.7,,65.0,2.9,,63.0,2.3,
16658,16658,2014.11.26 10:00,53.0,1.2,,57.5,2.65,,55.25,1.9249999999999998,
16659,16659,2014.11.26 11:00,49.0,2.0,,55.5,3.1,,52.25,2.55,
16660,16660,2014.11.26 12:00,44.0,1.8,,51.0,2.9,,47.5,2.35,
16661,16661,2014.11.26 13:00,41.0,1.5,,50.5,3.1,,45.75,2.3,
16662,16662,2014.11.26 14:00,41.0,2.1,,50.5,3.75,,45.75,2.925,
16663,16663,2014.11.26 15:00,41.0,2.6,,49.5,4.15,,45.25,3.375,
16664,16664,2014.11.26 16:00,42.0,2.8,,51.5,4.65,,46.75,3.725,
16665,16665,2014.11.26 17:00,47.0,3.2,,57.0,4.95,,52.0,4.075,
16666,16666,2014.11.26 18:00,54.0,3.9,,64.5,5.4,,59.25,4.65,
16667,16667,2014.11.26 19:00,59.0,4.1,,70.5,5.5,,64.75,4.8,
16668,16668,2014.11.26 2:00,63.0,1.9,,65.5,2.85,,64.25,2.375,
16669,16669,2014.11.26 20:00,63.0,4.2,,74.0,5.45,,68.5,4.825,
16670,16670,2014.11.26 21:00,67.0,4.3,,78.0,5.3,,72.5,4.8,
16671,16671,2014.11.26 22:00,72.0,4.9,,82.5,5.8,,77.25,5.35,
16672,16672,2014.11.26 23:00,75.0,4.8,,84.0,5.5,,79.5,5.15,
16673,16673,2014.11.26 3:00,64.0,1.8,,68.5,3.2,,66.25,2.5,
16674,16674,2014.11.26 4:00,64.0,1.7,,70.0,3.15,,67.0,2.425,
16675,16675,2014.11.26 5:00,63.0,1.5,,67.0,2.65,,65.0,2.075,
16676,16676,2014.11.26 6:00,63.0,1.6,,66.5,2.6,,64.75,2.1,
16677,16677,2014.11.26 7:00,62.0,1.4,,66.5,2.65,,64.25,2.025,
16678,16678,2014.11.26 8:00,61.0,1.3,,69.0,3.05,,65.0,2.175,
16679,16679,2014.11.26 9:00,58.0,1.5,,64.0,3.0,,61.0,2.25,
16680,16680,2014.11.27 0:00,79.0,5.0,,86.5,5.4,,82.75,5.2,
16681,16681,2014.11.27 1:00,76.0,4.2,,85.5,5.15,,80.75,4.675000000000001,
16682,16682,2014.11.27 10:00,66.0,3.9,,77.5,5.6,,71.75,4.75,
16683,16683,2014.11.27 11:00,66.0,5.6,,73.5,6.9,,69.75,6.25,
16684,16684,2014.11.27 12:00,65.0,6.3,,68.5,7.45,,66.75,6.875,
16685,16685,2014.11.27 13:00,61.0,5.9,,62.5,7.0,,61.75,6.45,
16686,16686,2014.11.27 14:00,62.0,6.9,,61.5,7.45,,61.75,7.175000000000001,
16687,16687,2014.11.27 15:00,57.0,6.3,,58.5,7.3,,57.75,6.8,
16688,16688,2014.11.27 16:00,56.0,6.1,,57.0,6.95,,56.5,6.525,
16689,16689,2014.11.27 17:00,60.0,6.1,,63.5,6.95,,61.75,6.525,
16690,16690,2014.11.27 18:00,69.0,6.7,,71.5,7.2,,70.25,6.95,
16691,16691,2014.11.27 19:00,69.0,5.8,,74.5,6.75,,71.75,6.275,
16692,16692,2014.11.27 2:00,76.0,3.7,,86.0,4.75,,81.0,4.225,
16693,16693,2014.11.27 20:00,72.0,5.7,,79.0,6.65,,75.5,6.175000000000001,
16694,16694,2014.11.27 21:00,72.0,5.2,,81.0,6.15,,76.5,5.675000000000001,
16695,16695,2014.11.27 22:00,75.0,5.1,,83.5,5.75,,79.25,5.425,
16696,16696,2014.11.27 23:00,73.0,4.6,,84.0,5.55,,78.5,5.074999999999999,
16697,16697,2014.11.27 3:00,76.0,3.3,,86.5,4.45,,81.25,3.875,
16698,16698,2014.11.27 4:00,78.0,3.4,,88.0,4.45,,83.0,3.925,
16699,16699,2014.11.27 5:00,79.0,3.4,,89.0,4.6,,84.0,4.0,
16700,16700,2014.11.27 6:00,74.0,3.3,,86.5,4.35,,80.25,3.8249999999999997,
16701,16701,2014.11.27 7:00,72.0,3.2,,85.5,4.05,,78.75,3.625,
16702,16702,2014.11.27 8:00,72.0,3.5,,85.5,4.35,,78.75,3.925,
16703,16703,2014.11.27 9:00,70.0,3.8,,84.5,4.9,,77.25,4.35,
16704,16704,2014.11.28 0:00,76.0,4.8,,86.0,5.4,,81.0,5.1,
16705,16705,2014.11.28 1:00,75.0,4.6,,86.0,5.05,,80.5,4.824999999999999,
16706,16706,2014.11.28 10:00,94.0,7.6,,92.5,7.65,,93.25,7.625,
16707,16707,2014.11.28 11:00,97.0,8.2,,96.5,8.35,,96.75,8.274999999999999,
16708,16708,2014.11.28 12:00,96.0,8.2,,97.5,8.85,,96.75,8.524999999999999,
16709,16709,2014.11.28 13:00,98.0,8.2,,98.5,8.95,,98.25,8.575,
16710,16710,2014.11.28 14:00,99.0,8.7,,99.0,9.5,,99.0,9.1,
16711,16711,2014.11.28 15:00,100.0,8.7,,99.5,9.5,,99.75,9.1,
16712,16712,2014.11.28 16:00,100.0,8.9,,99.5,9.65,,99.75,9.275,
16713,16713,2014.11.28 17:00,100.0,9.1,,99.5,10.25,,99.75,9.675,
16714,16714,2014.11.28 18:00,100.0,9.4,,98.5,11.05,,99.25,10.225000000000001,
16715,16715,2014.11.28 19:00,99.0,9.4,,93.5,10.6,,96.25,10.0,
16716,16716,2014.11.28 2:00,74.0,4.3,,86.5,4.95,,80.25,4.625,
16717,16717,2014.11.28 20:00,99.0,8.7,,96.0,10.15,,97.5,9.425,
16718,16718,2014.11.28 21:00,98.0,8.6,,96.0,10.15,,97.0,9.375,
16719,16719,2014.11.28 22:00,99.0,7.7,,96.5,9.55,,97.75,8.625,
16720,16720,2014.11.28 23:00,96.0,6.6,,96.0,8.9,,96.0,7.75,
16721,16721,2014.11.28 3:00,72.0,4.0,,85.0,4.5,,78.5,4.25,
16722,16722,2014.11.28 4:00,71.0,4.1,,85.0,4.6,,78.0,4.35,
16723,16723,2014.11.28 5:00,70.0,4.0,,84.5,4.7,,77.25,4.35,
16724,16724,2014.11.28 6:00,67.0,3.8,,83.0,4.75,,75.0,4.275,
16725,16725,2014.11.28 7:00,66.0,3.8,,82.5,4.85,,74.25,4.324999999999999,
16726,16726,2014.11.28 8:00,68.0,4.3,,82.5,5.15,,75.25,4.725,
16727,16727,2014.11.28 9:00,77.0,5.6,,86.5,6.15,,81.75,5.875,
16728,16728,2014.11.29 0:00,94.0,5.5,,94.0,7.8,,94.0,6.65,
16729,16729,2014.11.29 1:00,95.0,5.4,,89.0,6.75,,92.0,6.075,
16730,16730,2014.11.29 10:00,89.0,5.3,,86.0,6.45,,87.5,5.875,
16731,16731,2014.11.29 11:00,73.0,5.1,,74.5,6.05,,73.75,5.574999999999999,
16732,16732,2014.11.29 12:00,71.0,5.7,,71.0,6.4,,71.0,6.050000000000001,
16733,16733,2014.11.29 13:00,68.0,6.2,,70.0,6.55,,69.0,6.375,
16734,16734,2014.11.29 14:00,63.0,5.8,,63.5,6.5,,63.25,6.15,
16735,16735,2014.11.29 15:00,63.0,5.8,,61.5,6.45,,62.25,6.125,
16736,16736,2014.11.29 16:00,68.0,6.3,,65.5,6.5,,66.75,6.4,
16737,16737,2014.11.29 17:00,75.0,6.5,,71.5,6.55,,73.25,6.525,
16738,16738,2014.11.29 18:00,81.0,6.4,,77.5,6.4,,79.25,6.4,
16739,16739,2014.11.29 19:00,83.0,5.8,,81.0,6.1,,82.0,5.949999999999999,
16740,16740,2014.11.29 2:00,96.0,5.2,,89.0,6.3,,92.5,5.75,
16741,16741,2014.11.29 20:00,84.0,5.3,,84.0,6.05,,84.0,5.675,
16742,16742,2014.11.29 21:00,85.0,5.2,,86.5,5.9,,85.75,5.550000000000001,
16743,16743,2014.11.29 22:00,89.0,5.4,,90.0,5.8,,89.5,5.6,
16744,16744,2014.11.29 23:00,88.0,5.0,,90.5,5.45,,89.25,5.225,
16745,16745,2014.11.29 3:00,94.0,5.3,,90.5,6.65,,92.25,5.975,
16746,16746,2014.11.29 4:00,94.0,5.5,,90.5,6.65,,92.25,6.075,
16747,16747,2014.11.29 5:00,95.0,5.5,,90.5,6.5,,92.75,6.0,
16748,16748,2014.11.29 6:00,96.0,5.5,,91.5,6.45,,93.75,5.975,
16749,16749,2014.11.29 7:00,97.0,5.2,,91.5,6.1,,94.25,5.65,
16750,16750,2014.11.29 8:00,97.0,5.1,,92.5,6.25,,94.75,5.675,
16751,16751,2014.11.29 9:00,96.0,5.1,,92.5,6.45,,94.25,5.775,
16752,16752,2014.11.30 0:00,85.0,4.8,,90.0,5.4,,87.5,5.1,
16753,16753,2014.11.30 1:00,84.0,5.0,,89.5,5.6,,86.75,5.3,
16754,16754,2014.11.30 10:00,97.0,8.1,,98.0,8.75,,97.5,8.425,
16755,16755,2014.11.30 11:00,96.0,8.2,,97.5,8.85,,96.75,8.524999999999999,
16756,16756,2014.11.30 12:00,94.0,8.2,,96.5,8.95,,95.25,8.575,
16757,16757,2014.11.30 13:00,88.0,7.9,,93.5,9.0,,90.75,8.45,
16758,16758,2014.11.30 14:00,82.0,7.0,,90.5,8.85,,86.25,7.925,
16759,16759,2014.11.30 15:00,83.0,8.1,,91.0,9.4,,87.0,8.75,
16760,16760,2014.11.30 16:00,83.0,7.9,,91.0,9.2,,87.0,8.55,
16761,16761,2014.11.30 17:00,83.0,7.6,,91.0,8.9,,87.0,8.25,
16762,16762,2014.11.30 18:00,81.0,7.1,,90.0,8.6,,85.5,7.85,
