,loc,date,Humi,dew,snow
16728,°è·æ»ê,2014-11-27 15:00,77.0,6.9,
16729,°è·æ»ê,2014-11-27 16:00,76.5,6.6,
16730,°è·æ»ê,2014-11-27 17:00,81.5,6.5,
16731,°è·æ»ê,2014-11-27 18:00,84.0,6.5,
16732,°è·æ»ê,2014-11-27 19:00,87.0,6.6,
16733,°è·æ»ê,2014-11-27 20:00,90.5,6.55,
16734,°è·æ»ê,2014-11-27 21:00,93.0,6.3,
16735,°è·æ»ê,2014-11-27 22:00,94.5,5.800000000000001,
16736,°è·æ»ê,2014-11-27 23:00,96.0,5.8,
16737,°è·æ»ê,2014-11-28 0:00,96.0,5.55,
16738,°è·æ»ê,2014-11-28 1:00,93.0,5.4,
16739,°è·æ»ê,2014-11-28 2:00,86.0,5.35,
16740,°è·æ»ê,2014-11-28 3:00,84.5,5.35,
16741,°è·æ»ê,2014-11-28 4:00,83.5,5.65,
16742,°è·æ»ê,2014-11-28 5:00,81.0,5.6,
16743,°è·æ»ê,2014-11-28 6:00,81.0,5.75,
16744,°è·æ»ê,2014-11-28 7:00,83.5,6.1,
16745,°è·æ»ê,2014-11-28 8:00,86.0,6.25,
16746,°è·æ»ê,2014-11-28 9:00,88.5,6.550000000000001,
16747,°è·æ»ê,2014-11-28 10:00,87.0,6.75,
16748,°è·æ»ê,2014-11-28 11:00,90.0,6.9,
16749,°è·æ»ê,2014-11-28 12:00,92.0,7.35,
16750,°è·æ»ê,2014-11-28 13:00,94.0,7.55,
16751,°è·æ»ê,2014-11-28 14:00,93.5,7.65,
16752,°è·æ»ê,2014-11-28 15:00,92.0,7.550000000000001,
16753,°è·æ»ê,2014-11-28 16:00,91.5,7.7,
16754,°è·æ»ê,2014-11-28 17:00,89.5,8.2,
16755,°è·æ»ê,2014-11-28 18:00,88.0,8.899999999999999,
16756,°è·æ»ê,2014-11-28 19:00,82.0,8.25,
16757,°è·æ»ê,2014-11-28 20:00,84.0,8.15,
16758,°è·æ»ê,2014-11-28 21:00,87.0,8.7,
16759,°è·æ»ê,2014-11-28 22:00,92.0,9.1,
16760,°è·æ»ê,2014-11-28 23:00,96.0,9.35,
16761,°è·æ»ê,2014-11-29 0:00,95.0,8.8,
16762,°è·æ»ê,2014-11-29 1:00,90.0,8.1,
16763,°è·æ»ê,2014-11-29 2:00,89.0,7.8,
16764,°è·æ»ê,2014-11-29 3:00,90.5,8.1,
16765,°è·æ»ê,2014-11-29 4:00,87.5,7.85,
16766,°è·æ»ê,2014-11-29 5:00,84.0,7.25,
16767,°è·æ»ê,2014-11-29 6:00,85.0,7.75,
16768,°è·æ»ê,2014-11-29 7:00,84.5,7.45,
16769,°è·æ»ê,2014-11-29 8:00,85.5,7.5,
16770,°è·æ»ê,2014-11-29 9:00,85.0,7.449999999999999,
16771,°è·æ»ê,2014-11-29 10:00,90.5,8.3,
16772,°è·æ»ê,2014-11-29 11:00,87.5,7.85,
16773,°è·æ»ê,2014-11-29 12:00,84.5,7.6499999999999995,
16774,°è·æ»ê,2014-11-29 13:00,84.0,7.35,
16775,°è·æ»ê,2014-11-29 14:00,79.0,7.25,
16776,°è·æ»ê,2014-11-29 15:00,77.0,7.0,
16777,°è·æ»ê,2014-11-29 16:00,76.5,6.300000000000001,
16778,°è·æ»ê,2014-11-29 17:00,79.5,6.35,
16779,°è·æ»ê,2014-11-29 18:00,73.0,3.7,
16780,°è·æ»ê,2014-11-29 19:00,72.5,2.5500000000000003,
16781,°è·æ»ê,2014-11-29 20:00,72.5,1.75,
16782,°è·æ»ê,2014-11-29 21:00,74.0,1.0999999999999996,
16783,°è·æ»ê,2014-11-29 22:00,75.5,0.6499999999999999,
16784,°è·æ»ê,2014-11-29 23:00,78.0,0.9000000000000004,
16785,°è·æ»ê,2014-11-30 0:00,90.0,2.4,
16786,°è·æ»ê,2014-11-30 1:00,93.0,2.25,0.3
16787,°è·æ»ê,2014-11-30 2:00,81.0,-0.050000000000000266,0.2
16788,°è·æ»ê,2014-11-30 3:00,76.0,-0.4500000000000002,
16789,°è·æ»ê,2014-11-30 4:00,80.0,0.1499999999999999,
16790,°è·æ»ê,2014-11-30 5:00,72.5,-1.2999999999999998,
16791,°è·æ»ê,2014-11-30 6:00,70.0,-2.15,
16792,°è·æ»ê,2014-11-30 7:00,72.5,-1.7999999999999998,
16793,°è·æ»ê,2014-11-30 8:00,78.0,-1.0,
16794,°è·æ»ê,2014-11-30 9:00,76.5,-1.6000000000000005,
16795,°è·æ»ê,2014-11-30 10:00,74.5,-2.2,
16796,°è·æ»ê,2014-11-30 11:00,76.0,-2.0999999999999996,
16797,°è·æ»ê,2014-11-30 12:00,74.0,-2.6500000000000004,
16798,°è·æ»ê,2014-11-30 13:00,73.0,-2.8500000000000005,
16799,°è·æ»ê,2014-11-30 14:00,73.5,-2.6000000000000005,
16800,°è·æ»ê,2014-11-30 15:00,75.0,-2.45,
16801,°è·æ»ê,2014-11-30 16:00,76.5,-2.3,
16802,°è·æ»ê,2014-11-30 17:00,75.0,-2.8000000000000007,
16803,°è·æ»ê,2014-11-30 18:00,71.5,-3.8,
16804,°è·æ»ê,2014-11-30 19:00,71.5,-3.8999999999999995,
16805,°è·æ»ê,2014-11-30 20:00,73.5,-3.5999999999999996,
16806,°è·æ»ê,2014-11-30 21:00,73.5,-3.5500000000000007,
16807,°è·æ»ê,2014-11-30 22:00,71.0,-4.1499999999999995,
16808,°è·æ»ê,2014-11-30 23:00,69.0,-4.55,
16809,°è·æ»ê,2014-12-01 0:00,67.0,-4.699999999999999,
16810,°è·æ»ê,2014-12-01 1:00,61.5,-5.6000000000000005,
16811,°è·æ»ê,2014-12-01 2:00,60.0,-5.75,
16812,°è·æ»ê,2014-12-01 3:00,62.0,-5.8999999999999995,
16813,°è·æ»ê,2014-12-01 4:00,52.0,-8.4,
16814,°è·æ»ê,2014-12-01 5:00,50.5,-8.55,
16815,°è·æ»ê,2014-12-01 6:00,45.5,-10.15,
16816,°è·æ»ê,2014-12-01 7:00,44.0,-10.65,
16817,°è·æ»ê,2014-12-01 8:00,44.5,-10.65,
16818,°è·æ»ê,2014-12-01 9:00,56.5,-8.700000000000001,
16819,°è·æ»ê,2014-12-01 10:00,63.5,-7.45,
16820,°è·æ»ê,2014-12-01 11:00,66.0,-6.8999999999999995,
16821,°è·æ»ê,2014-12-01 12:00,72.5,-6.3,
16822,°è·æ»ê,2014-12-01 13:00,72.5,-6.2,
16823,°è·æ»ê,2014-12-01 14:00,66.5,-6.800000000000001,
16824,°è·æ»ê,2014-12-01 15:00,68.5,-6.5,
16825,°è·æ»ê,2014-12-01 16:00,86.5,-4.1,0.8
16826,°è·æ»ê,2014-12-01 17:00,91.0,-3.55,0.85
16827,°è·æ»ê,2014-12-01 18:00,88.0,-3.8,0.95
16828,°è·æ»ê,2014-12-01 19:00,86.0,-4.4,0.95
16829,°è·æ»ê,2014-12-01 20:00,78.5,-6.6,1.0
16830,°è·æ»ê,2014-12-01 21:00,73.0,-8.15,1.0
16831,°è·æ»ê,2014-12-01 22:00,71.0,-9.05,1.0
16832,°è·æ»ê,2014-12-01 23:00,72.0,-9.15,0.9500000000000001
16833,°è·æ»ê,2014-12-02 0:00,68.5,-9.7,0.9
16834,°è·æ»ê,2014-12-02 1:00,68.5,-9.35,0.7999999999999999
16835,°è·æ»ê,2014-12-02 2:00,74.5,-8.25,0.75
16836,°è·æ»ê,2014-12-02 3:00,80.0,-7.2,0.5
16837,°è·æ»ê,2014-12-02 4:00,78.0,-7.15,0.35
16838,°è·æ»ê,2014-12-02 5:00,75.0,-7.300000000000001,0.2
16839,°è·æ»ê,2014-12-02 6:00,71.5,-7.8,0.2
16840,°è·æ»ê,2014-12-02 7:00,72.5,-7.6,0.2
16841,°è·æ»ê,2014-12-02 8:00,74.0,-7.699999999999999,0.4
16842,°è·æ»ê,2014-12-02 8:30,68.0,-7.0,0.6
16843,°è·æ»ê,2014-12-02 9:00,74.0,-7.7,0.6
16844,°è·æ»ê,2014-12-02 10:00,70.0,-7.8,0.5
16845,°è·æ»ê,2014-12-02 11:00,67.5,-8.1,
16846,°è·æ»ê,2014-12-02 12:00,64.5,-8.55,
16847,°è·æ»ê,2014-12-02 13:00,62.0,-9.05,
16848,°è·æ»ê,2014-12-02 14:00,52.0,-10.899999999999999,
16849,°è·æ»ê,2014-12-02 15:00,52.0,-10.7,
16850,°è·æ»ê,2014-12-02 16:00,49.5,-11.7,
16851,°è·æ»ê,2014-12-02 17:00,45.0,-13.55,
16852,°è·æ»ê,2014-12-02 18:00,42.5,-15.05,
16853,°è·æ»ê,2014-12-02 19:00,45.0,-14.95,
16854,°è·æ»ê,2014-12-02 20:00,53.5,-12.95,
16855,°è·æ»ê,2014-12-02 21:00,53.0,-13.299999999999999,
16856,°è·æ»ê,2014-12-02 22:00,54.0,-13.25,
16857,°è·æ»ê,2014-12-02 23:00,46.5,-15.4,
16858,°è·æ»ê,2014-12-03 0:00,49.5,-14.0,
16859,°è·æ»ê,2014-12-03 1:00,50.5,-13.399999999999999,
16860,°è·æ»ê,2014-12-03 2:00,59.0,-11.25,
16861,°è·æ»ê,2014-12-03 2:30,63.5,-9.5,0.5
16862,°è·æ»ê,2014-12-03 3:00,65.0,-8.95,0.8
16863,°è·æ»ê,2014-12-03 3:30,35.0,-14.8,1.0
16864,°è·æ»ê,2014-12-03 4:00,64.5,-9.15,1.0
16865,°è·æ»ê,2014-12-03 4:30,42.0,-13.6,1.0
16866,°è·æ»ê,2014-12-03 5:00,72.0,-7.4,1.0
16867,°è·æ»ê,2014-12-03 5:30,47.0,-13.5,1.5
16868,°è·æ»ê,2014-12-03 6:00,70.5,-8.3,1.8
16869,°è·æ»ê,2014-12-03 6:30,52.0,-13.6,2.3
16870,°è·æ»ê,2014-12-03 7:00,77.0,-7.3,3.0
16871,°è·æ»ê,2014-12-03 7:30,53.0,-14.4,4.2
16872,°è·æ»ê,2014-12-03 8:00,73.5,-8.7,4.4
16873,°è·æ»ê,2014-12-03 8:30,54.0,-14.8,4.5
16874,°è·æ»ê,2014-12-03 9:00,64.5,-11.2,5.2
16875,°è·æ»ê,2014-12-03 10:00,60.5,-11.95,4.7
16876,°è·æ»ê,2014-12-03 11:00,53.0,-12.65,3.5
16877,°è·æ»ê,2014-12-03 12:00,58.5,-11.950000000000001,2.2
16878,°è·æ»ê,2014-12-03 13:00,61.5,-10.799999999999999,1.0
16879,°è·æ»ê,2014-12-03 14:00,66.0,-9.95,
16880,°è·æ»ê,2014-12-03 15:00,71.0,-9.5,
16881,°è·æ»ê,2014-12-03 16:00,67.0,-9.799999999999999,
16882,°è·æ»ê,2014-12-03 17:00,66.0,-9.85,0.3
16883,°è·æ»ê,2014-12-03 17:30,34.0,-18.6,0.8
16884,°è·æ»ê,2014-12-03 18:00,68.0,-8.4,1.2
16885,°è·æ»ê,2014-12-03 18:30,36.0,-16.9,2.0
16886,°è·æ»ê,2014-12-03 19:00,68.0,-7.949999999999999,2.3
16887,°è·æ»ê,2014-12-03 20:00,68.0,-7.75,3.5
16888,°è·æ»ê,2014-12-03 20:30,40.0,-14.5,3.7
16889,°è·æ»ê,2014-12-03 21:00,70.5,-7.699999999999999,3.8
16890,°è·æ»ê,2014-12-03 21:30,49.0,-14.0,3.8
16891,°è·æ»ê,2014-12-03 22:00,73.5,-7.800000000000001,3.8
16892,°è·æ»ê,2014-12-03 22:30,50.0,-14.7,3.8
16893,°è·æ»ê,2014-12-03 23:00,76.5,-7.5,3.8
16894,°è·æ»ê,2014-12-03 23:30,59.0,-13.5,3.8
16895,°è·æ»ê,2014-12-04 0:00,79.0,-7.75,3.5
16896,°è·æ»ê,2014-12-04 0:30,62.0,-13.7,3.5
16897,°è·æ»ê,2014-12-04 1:00,81.5,-7.4,3.3
16898,°è·æ»ê,2014-12-04 1:30,61.0,-14.4,3.3
16899,°è·æ»ê,2014-12-04 2:00,79.0,-7.9,3.3
16900,°è·æ»ê,2014-12-04 2:30,61.0,-14.5,3.3
16901,°è·æ»ê,2014-12-04 3:00,77.5,-8.450000000000001,3.2
16902,°è·æ»ê,2014-12-04 3:30,57.0,-15.6,3.2
16903,°è·æ»ê,2014-12-04 4:00,75.5,-8.95,3.1
16904,°è·æ»ê,2014-12-04 5:00,73.0,-9.8,3.1
16905,°è·æ»ê,2014-12-04 6:00,67.5,-10.85,3.1
16906,°è·æ»ê,2014-12-04 7:00,62.5,-11.6,3.1
16907,°è·æ»ê,2014-12-04 8:00,59.5,-12.05,3.1
16908,°è·æ»ê,2014-12-04 9:00,59.0,-10.75,2.9
16909,°è·æ»ê,2014-12-04 10:00,55.5,-10.15,2.7
16910,°è·æ»ê,2014-12-04 11:00,55.0,-8.65,2.5
16911,°è·æ»ê,2014-12-04 12:00,53.0,-9.1,2.2
16912,°è·æ»ê,2014-12-04 13:00,58.0,-7.85,1.8
16913,°è·æ»ê,2014-12-04 14:00,68.5,-6.5,2.0
16914,°è·æ»ê,2014-12-04 15:00,69.5,-7.3999999999999995,3.2
16915,°è·æ»ê,2014-12-04 16:00,68.5,-8.65,3.6
16916,°è·æ»ê,2014-12-04 17:00,70.0,-8.85,3.8
16917,°è·æ»ê,2014-12-04 18:00,71.5,-9.35,3.8
16918,°è·æ»ê,2014-12-04 19:00,73.5,-9.4,3.8
16919,°è·æ»ê,2014-12-04 20:00,74.5,-9.45,3.8
16920,°è·æ»ê,2014-12-04 21:00,74.5,-9.6,3.8
16921,°è·æ»ê,2014-12-04 22:00,72.5,-10.25,3.8
16922,°è·æ»ê,2014-12-04 23:00,75.0,-10.2,3.9
16923,°è·æ»ê,2014-12-05 0:00,73.5,-10.45,3.9
16924,°è·æ»ê,2014-12-05 1:00,70.5,-10.55,4.1
16925,°è·æ»ê,2014-12-05 2:00,67.0,-11.9,4.1
16926,°è·æ»ê,2014-12-05 3:00,68.0,-12.0,4.1
16927,°è·æ»ê,2014-12-05 4:00,67.0,-12.45,4.1
16928,°è·æ»ê,2014-12-05 5:00,69.0,-12.15,4.1
16929,°è·æ»ê,2014-12-05 6:00,69.0,-12.25,4.1
16930,°è·æ»ê,2014-12-05 7:00,68.0,-11.75,4.1
16931,°è·æ»ê,2014-12-05 8:00,65.0,-11.9,4.1
16932,°è·æ»ê,2014-12-05 9:00,58.0,-12.25,4.1
16933,°è·æ»ê,2014-12-05 10:00,52.0,-12.1,4.0
16934,°è·æ»ê,2014-12-05 11:00,50.5,-11.35,3.5
16935,°è·æ»ê,2014-12-05 12:00,48.0,-11.25,2.8
16936,°è·æ»ê,2014-12-05 13:00,49.0,-10.8,2.3
16937,°è·æ»ê,2014-12-05 14:00,49.0,-10.4,1.1
16938,°è·æ»ê,2014-12-05 15:00,50.0,-10.5,
16939,°è·æ»ê,2014-12-05 16:00,53.0,-10.55,
16940,°è·æ»ê,2014-12-05 17:00,53.0,-10.85,
16941,°è·æ»ê,2014-12-05 18:00,55.5,-10.75,
16942,°è·æ»ê,2014-12-05 19:00,59.0,-10.600000000000001,
16943,°è·æ»ê,2014-12-05 20:00,62.0,-10.15,
16944,°è·æ»ê,2014-12-05 21:00,67.0,-9.2,
16945,°è·æ»ê,2014-12-05 22:00,73.5,-7.75,
16946,°è·æ»ê,2014-12-05 23:00,75.5,-7.5,
16947,°è·æ»ê,2014-12-06 0:00,73.5,-8.05,
16948,°è·æ»ê,2014-12-06 1:00,73.0,-8.1,
16949,°è·æ»ê,2014-12-06 2:00,73.5,-8.5,
16950,°è·æ»ê,2014-12-06 3:00,74.5,-8.75,
16951,°è·æ»ê,2014-12-06 4:00,81.0,-7.8,
16952,°è·æ»ê,2014-12-06 5:00,79.5,-8.05,
16953,°è·æ»ê,2014-12-06 6:00,78.5,-8.25,
16954,°è·æ»ê,2014-12-06 7:00,70.5,-9.4,
16955,°è·æ»ê,2014-12-06 8:00,63.0,-10.600000000000001,
16956,°è·æ»ê,2014-12-06 9:00,56.0,-10.7,
16957,°è·æ»ê,2014-12-06 10:00,50.5,-10.65,
16958,°è·æ»ê,2014-12-06 11:00,41.5,-12.25,
16959,°è·æ»ê,2014-12-06 12:00,37.5,-12.75,
16960,°è·æ»ê,2014-12-06 13:00,37.5,-12.649999999999999,
16961,°è·æ»ê,2014-12-06 14:00,38.5,-12.600000000000001,
16962,°è·æ»ê,2014-12-06 15:00,44.5,-10.649999999999999,
16963,°è·æ»ê,2014-12-06 16:00,49.5,-9.9,
16964,°è·æ»ê,2014-12-06 17:00,51.5,-10.4,
16965,°è·æ»ê,2014-12-06 18:00,59.0,-9.350000000000001,
16966,°è·æ»ê,2014-12-06 19:00,63.0,-8.75,
16967,°è·æ»ê,2014-12-06 20:00,66.0,-8.65,
16968,°è·æ»ê,2014-12-06 21:00,64.5,-9.0,
16969,°è·æ»ê,2014-12-06 22:00,67.5,-8.9,
16970,°è·æ»ê,2014-12-06 23:00,68.5,-9.2,
16971,°è·æ»ê,2014-12-07 0:00,68.5,-9.35,
16972,°è·æ»ê,2014-12-07 1:00,71.5,-9.5,
16973,°è·æ»ê,2014-12-07 2:00,72.5,-9.899999999999999,
16974,°è·æ»ê,2014-12-07 3:00,71.0,-10.5,
16975,°è·æ»ê,2014-12-07 4:00,68.0,-11.3,
16976,°è·æ»ê,2014-12-07 5:00,71.0,-10.8,
16977,°è·æ»ê,2014-12-07 6:00,67.5,-11.05,
16978,°è·æ»ê,2014-12-07 7:00,65.5,-10.1,
16979,°è·æ»ê,2014-12-07 8:00,63.0,-9.8,
16980,°è·æ»ê,2014-12-07 9:00,58.5,-10.35,
16981,°è·æ»ê,2014-12-07 10:00,52.5,-9.75,
16982,°è·æ»ê,2014-12-07 11:00,47.0,-10.05,
16983,°è·æ»ê,2014-12-07 12:00,44.5,-10.25,
16984,°è·æ»ê,2014-12-07 13:00,46.0,-9.350000000000001,
16985,°è·æ»ê,2014-12-07 14:00,44.5,-9.45,
16986,°è·æ»ê,2014-12-07 15:00,49.5,-8.5,
16987,°è·æ»ê,2014-12-07 16:00,49.0,-8.850000000000001,
16988,°è·æ»ê,2014-12-07 17:00,51.0,-9.15,
16989,°è·æ»ê,2014-12-07 18:00,56.0,-8.9,
16990,°è·æ»ê,2014-12-07 19:00,60.0,-8.55,
16991,°è·æ»ê,2014-12-07 20:00,60.0,-8.649999999999999,
16992,°è·æ»ê,2014-12-07 21:00,62.0,-8.55,
16993,°è·æ»ê,2014-12-07 22:00,62.5,-8.8,
16994,°è·æ»ê,2014-12-07 23:00,61.5,-9.05,
16995,°è·æ»ê,2014-12-08 0:00,62.5,-9.0,
16996,°è·æ»ê,2014-12-08 1:00,62.5,-8.5,
16997,°è·æ»ê,2014-12-08 2:00,61.5,-8.35,
16998,°è·æ»ê,2014-12-08 3:00,70.0,-7.1,2.5
16999,°è·æ»ê,2014-12-08 4:00,73.5,-6.550000000000001,4.5
17000,°è·æ»ê,2014-12-08 5:00,73.5,-6.65,6.3
17001,°è·æ»ê,2014-12-08 6:00,71.0,-6.95,6.6
17002,°è·æ»ê,2014-12-08 7:00,70.0,-6.800000000000001,6.6
17003,°è·æ»ê,2014-12-08 8:00,68.5,-6.9,6.6
17004,°è·æ»ê,2014-12-08 9:00,68.5,-6.3,6.6
17005,°è·æ»ê,2014-12-08 10:00,68.0,-5.4,6.3
17006,°è·æ»ê,2014-12-08 11:00,66.0,-3.95,6.0
17007,°è·æ»ê,2014-12-08 12:00,66.0,-3.25,4.5
17008,°è·æ»ê,2014-12-08 13:00,63.5,-3.0,2.6
17009,°è·æ»ê,2014-12-08 14:00,66.0,-2.55,1.2
17010,°è·æ»ê,2014-12-08 15:00,68.0,-1.4500000000000002,
17011,°è·æ»ê,2014-12-08 16:00,71.5,-1.15,
17012,°è·æ»ê,2014-12-08 17:00,70.0,-2.35,
17013,°è·æ»ê,2014-12-08 18:00,74.5,-2.35,
17014,°è·æ»ê,2014-12-08 19:00,84.5,-1.4000000000000001,
17015,°è·æ»ê,2014-12-08 20:00,87.5,-1.3,
17016,°è·æ»ê,2014-12-08 21:00,89.0,-1.0499999999999998,
17017,°è·æ»ê,2014-12-08 22:00,88.5,-1.1500000000000001,
17018,°è·æ»ê,2014-12-08 23:00,92.0,-1.15,
17019,°è·æ»ê,2014-12-09 0:00,88.0,-2.2,
17020,°è·æ»ê,2014-12-09 1:00,87.0,-2.9,
17021,°è·æ»ê,2014-12-09 2:00,83.5,-4.15,
17022,°è·æ»ê,2014-12-09 3:00,87.5,-4.199999999999999,
17023,°è·æ»ê,2014-12-09 4:00,88.0,-4.5,
17024,°è·æ»ê,2014-12-09 5:00,84.5,-5.6,
17025,°è·æ»ê,2014-12-09 6:00,82.5,-6.3,
17026,°è·æ»ê,2014-12-09 7:00,81.5,-6.85,
17027,°è·æ»ê,2014-12-09 8:00,75.5,-7.95,
17028,°è·æ»ê,2014-12-09 9:00,71.0,-7.6,
17029,°è·æ»ê,2014-12-09 10:00,58.0,-9.1,
17030,°è·æ»ê,2014-12-09 11:00,52.5,-9.15,
17031,°è·æ»ê,2014-12-09 12:00,46.0,-10.5,
17032,°è·æ»ê,2014-12-09 13:00,45.0,-10.3,
17033,°è·æ»ê,2014-12-09 14:00,44.0,-11.0,
17034,°è·æ»ê,2014-12-09 15:00,45.5,-10.899999999999999,
17035,°è·æ»ê,2014-12-09 16:00,45.5,-10.85,
17036,°è·æ»ê,2014-12-09 17:00,49.5,-10.7,
17037,°è·æ»ê,2014-12-09 18:00,53.5,-10.6,
17038,°è·æ»ê,2014-12-09 19:00,56.5,-10.3,
17039,°è·æ»ê,2014-12-09 20:00,61.5,-9.399999999999999,
17040,°è·æ»ê,2014-12-09 21:00,66.0,-8.95,
17041,°è·æ»ê,2014-12-09 22:00,67.5,-9.05,
17042,°è·æ»ê,2014-12-09 23:00,68.5,-9.05,
17043,°è·æ»ê,2014-12-10 0:00,69.5,-9.149999999999999,
17044,°è·æ»ê,2014-12-10 1:00,73.5,-8.6,
17045,°è·æ»ê,2014-12-10 2:00,71.0,-9.25,
17046,°è·æ»ê,2014-12-10 3:00,72.5,-9.100000000000001,
17047,°è·æ»ê,2014-12-10 4:00,72.0,-9.149999999999999,
17048,°è·æ»ê,2014-12-10 5:00,72.0,-9.2,
17049,°è·æ»ê,2014-12-10 6:00,72.5,-8.65,
17050,°è·æ»ê,2014-12-10 7:00,71.0,-7.9,
17051,°è·æ»ê,2014-12-10 8:00,67.5,-7.5,
17052,°è·æ»ê,2014-12-10 9:00,59.5,-8.35,
17053,°è·æ»ê,2014-12-10 10:00,56.5,-8.35,
17054,°è·æ»ê,2014-12-10 11:00,57.5,-7.0,
17055,°è·æ»ê,2014-12-10 12:00,70.5,-4.7,
17056,°è·æ»ê,2014-12-10 13:00,70.5,-4.5,
17057,°è·æ»ê,2014-12-10 14:00,72.5,-4.050000000000001,0.0
17058,°è·æ»ê,2014-12-10 15:00,76.5,-3.3,0.0
17059,°è·æ»ê,2014-12-10 16:00,79.0,-2.95,
17060,°è·æ»ê,2014-12-10 17:00,80.5,-3.0,0.2
17061,°è·æ»ê,2014-12-10 18:00,82.0,-2.9499999999999997,0.2
17062,°è·æ»ê,2014-12-10 19:00,82.0,-3.3,0.2
17063,°è·æ»ê,2014-12-10 20:00,81.0,-3.45,0.2
17064,°è·æ»ê,2014-12-10 21:00,84.5,-3.1,0.2
17065,°è·æ»ê,2014-12-10 22:00,82.0,-3.9499999999999997,0.2
17066,°è·æ»ê,2014-12-10 23:00,75.0,-5.25,0.2
17067,°è·æ»ê,2014-12-11 0:00,74.5,-5.5,0.2
17068,°è·æ»ê,2014-12-11 1:00,79.0,-4.95,0.2
17069,°è·æ»ê,2014-12-11 2:00,76.5,-5.65,0.2
17070,°è·æ»ê,2014-12-11 3:00,74.5,-5.55,0.2
17071,°è·æ»ê,2014-12-11 4:00,74.5,-5.800000000000001,0.2
17072,°è·æ»ê,2014-12-11 5:00,71.0,-6.55,0.2
17073,°è·æ»ê,2014-12-11 6:00,66.5,-7.35,0.1
17074,°è·æ»ê,2014-12-11 7:00,64.5,-7.699999999999999,
17075,°è·æ»ê,2014-12-11 8:00,64.5,-7.5,
17076,°è·æ»ê,2014-12-11 9:00,58.5,-8.15,
17077,°è·æ»ê,2014-12-11 10:00,49.0,-9.9,
17078,°è·æ»ê,2014-12-11 11:00,51.0,-9.55,
17079,°è·æ»ê,2014-12-11 12:00,49.0,-9.350000000000001,
17080,°è·æ»ê,2014-12-11 13:00,44.5,-10.05,
17081,°è·æ»ê,2014-12-11 14:00,46.5,-10.25,
17082,°è·æ»ê,2014-12-11 15:00,50.5,-10.149999999999999,
17083,°è·æ»ê,2014-12-11 16:00,56.5,-9.549999999999999,
17084,°è·æ»ê,2014-12-11 17:00,55.5,-10.55,
17085,°è·æ»ê,2014-12-11 18:00,59.0,-10.55,
17086,°è·æ»ê,2014-12-11 19:00,61.0,-10.75,
17087,°è·æ»ê,2014-12-11 20:00,61.5,-10.75,
17088,°è·æ»ê,2014-12-11 21:00,61.0,-11.1,
17089,°è·æ»ê,2014-12-11 22:00,61.0,-11.65,
17090,°è·æ»ê,2014-12-11 23:00,62.0,-11.850000000000001,
17091,°è·æ»ê,2014-12-12 0:00,64.0,-11.5,
17092,°è·æ»ê,2014-12-12 1:00,64.5,-11.55,
17093,°è·æ»ê,2014-12-12 2:00,67.5,-11.25,
17094,°è·æ»ê,2014-12-12 3:00,67.0,-11.100000000000001,
17095,°è·æ»ê,2014-12-12 4:00,66.0,-11.25,
17096,°è·æ»ê,2014-12-12 5:00,66.5,-11.5,
17097,°è·æ»ê,2014-12-12 6:00,67.0,-11.15,
17098,°è·æ»ê,2014-12-12 7:00,60.5,-11.299999999999999,
17099,°è·æ»ê,2014-12-12 8:00,58.5,-10.75,
17100,°è·æ»ê,2014-12-12 9:00,57.0,-10.7,
17101,°è·æ»ê,2014-12-12 10:00,51.5,-9.8,
17102,°è·æ»ê,2014-12-12 11:00,56.0,-7.65,
17103,°è·æ»ê,2014-12-12 12:00,59.5,-6.25,
17104,°è·æ»ê,2014-12-12 13:00,60.5,-5.9,
17105,°è·æ»ê,2014-12-12 14:00,56.0,-6.95,
17106,°è·æ»ê,2014-12-12 15:00,66.0,-5.199999999999999,
17107,°è·æ»ê,2014-12-12 16:00,82.0,-3.0,
17108,°è·æ»ê,2014-12-12 17:00,88.0,-2.3499999999999996,0.2
17109,°è·æ»ê,2014-12-12 17:30,80.0,-4.1,0.3
17110,°è·æ»ê,2014-12-12 18:00,86.5,-2.3499999999999996,0.3
17111,°è·æ»ê,2014-12-12 18:30,80.0,-4.0,0.6
17112,°è·æ»ê,2014-12-12 19:00,87.5,-2.15,1.3
17113,°è·æ»ê,2014-12-12 19:30,81.0,-3.9,1.6
17114,°è·æ»ê,2014-12-12 20:00,88.0,-2.1999999999999997,2.0
17115,°è·æ»ê,2014-12-12 21:00,86.0,-2.95,2.0
17116,°è·æ»ê,2014-12-12 22:00,82.5,-3.65,2.0
17117,°è·æ»ê,2014-12-12 23:00,83.5,-3.7,2.2
17118,°è·æ»ê,2014-12-13 0:00,86.5,-3.4,2.5
17119,°è·æ»ê,2014-12-13 1:00,88.0,-3.3,3.3
17120,°è·æ»ê,2014-12-13 2:00,88.5,-3.45,3.5
17121,°è·æ»ê,2014-12-13 3:00,85.5,-4.0,4.7
17122,°è·æ»ê,2014-12-13 4:00,76.5,-5.7,5.3
17123,°è·æ»ê,2014-12-13 5:00,78.5,-5.65,5.3
17124,°è·æ»ê,2014-12-13 6:00,77.0,-5.7,5.3
17125,°è·æ»ê,2014-12-13 7:00,78.5,-5.3,5.3
17126,°è·æ»ê,2014-12-13 8:00,90.0,-4.1,5.3
17127,°è·æ»ê,2014-12-13 9:00,90.5,-3.5,3.05
17128,°è·æ»ê,2014-12-13 10:00,81.0,-4.45,3.15
